S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999999	1	1	1	0	0	0	0	0	0	1	
4999484	516	210	210	15	0	69	69	0	32	516	
4999996	4	4	4	1	1	2	2	0	1	4	
4999996	4	1	1	0	0	0	0	0	0	4	
4999983	17	16	16	0	0	15	15	0	14	17	
4999954	46	28	28	3	0	10	10	0	8	46	
4853744	146256	104336	104336	11605	3875	66230	66230	1589	49878	146256	
4999993	7	5	5	0	0	4	4	0	3	7	
4999992	8	6	6	0	0	4	4	0	1	8	
4999996	4	2	2	0	0	0	0	0	0	4	
4999998	2	1	1	1	0	0	0	0	0	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999998	2	2	2	1	0	1	1	0	1	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999987	13	13	13	3	0	10	10	0	11	13	
4999970	30	28	28	3	1	23	23	1	21	30	
4999941	59	31	31	4	0	9	9	0	5	59	
4999949	51	35	35	4	0	20	20	0	11	51	
4999988	12	11	11	2	0	8	8	0	8	12	
4999983	17	10	10	0	0	5	5	0	2	17	
4999989	11	4	4	1	1	0	0	0	0	11	
4999990	10	6	6	0	0	4	4	0	3	10	
4999991	9	9	9	1	1	7	7	1	6	9	
4999997	3	2	2	0	0	0	0	0	0	3	
4999969	31	19	19	1	1	9	9	0	9	31	
4999956	44	26	26	3	0	8	8	0	3	44	
4999992	8	7	7	1	0	5	5	0	4	8	
4999984	16	13	13	1	1	7	7	0	5	16	
4992619	7381	4454	4454	447	129	2488	2488	36	1663	7381	
4999941	59	44	44	6	4	24	24	2	19	59	
4999889	111	83	83	13	4	45	45	1	34	111	
4999954	46	39	39	4	1	25	25	0	19	46	
4999931	69	20	20	3	1	9	9	1	6	69	
4999992	8	7	7	2	2	5	5	1	6	8	
4999997	3	2	2	1	0	1	1	0	1	3	
4999986	14	9	9	3	1	5	5	0	6	14	
4999992	8	8	8	1	0	5	5	0	3	8	
4999998	2	1	1	0	0	1	1	0	1	2	
4999999	1	1	1	1	0	0	0	0	0	1	
4999979	21	17	17	2	0	13	13	0	12	21	
4999986	14	11	11	1	1	7	7	1	3	14	
4999999	1	1	1	0	0	1	1	0	0	1	
4999997	3	2	2	0	0	2	2	0	1	3	
4999990	10	10	10	2	1	7	7	1	5	10	
4999978	22	14	14	5	0	7	7	0	7	22	
5000000	0	0	0	0	0	0	0	0	0	0	
4999994	6	4	4	0	0	3	3	0	2	6	
4999974	26	25	25	6	1	18	18	1	24	26	
4999996	4	2	2	1	0	1	1	0	0	4	
4999041	959	629	629	78	37	368	368	6	262	959	
4999957	43	39	39	6	3	27	27	1	27	43	
4999994	6	5	5	1	1	4	4	1	3	6	
4999995	5	4	4	2	0	0	0	0	0	5	
4999974	26	24	24	2	2	20	20	2	18	26	
4999992	8	7	7	3	1	4	4	0	5	8	
4999994	6	4	4	1	0	1	1	0	1	6	
4999996	4	2	2	1	0	1	1	0	1	4	
4999990	10	8	8	1	1	4	4	1	4	10	
4999986	14	11	11	2	0	6	6	0	4	14	
4999995	5	4	4	0	0	2	2	0	1	5	
4999999	1	1	1	1	0	0	0	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
4999968	32	26	26	2	1	22	22	1	19	32	
4999997	3	3	3	1	1	2	2	0	1	3	
4999997	3	2	2	1	0	1	1	0	1	3	
4999988	12	12	12	1	1	11	11	1	10	12	
4999982	18	15	15	2	0	10	10	0	12	18	
4999999	1	1	1	1	0	0	0	0	0	1	
4999994	6	5	5	2	1	3	3	1	2	6	
4999891	109	79	79	12	4	51	51	2	46	109	
4999905	95	64	64	7	2	34	34	1	28	95	
4999983	17	13	13	4	1	6	6	0	6	17	
4994656	5344	3350	3350	327	107	1956	1956	33	1306	5344	
4999974	26	25	25	6	5	18	18	4	19	26	
4999977	23	21	21	1	1	17	17	1	13	23	
4999177	823	377	377	23	2	169	169	1	87	823	
4999410	590	388	388	42	9	237	237	2	171	590	
4999766	234	147	147	12	4	96	96	2	66	234	
4999962	38	22	22	1	1	16	16	1	8	38	
4999984	16	15	15	3	1	12	12	1	13	16	
4999969	31	27	27	5	3	17	17	2	14	31	
4999996	4	2	2	0	0	1	1	0	0	4	
4999974	26	21	21	2	2	17	17	2	13	26	
4999728	272	178	178	14	6	94	94	3	61	272	
4999948	52	27	27	1	1	14	14	0	8	52	
4999995	5	3	3	0	0	2	2	0	1	5	
4999985	15	12	12	3	2	6	6	1	6	15	
5000000	0	0	0	0	0	0	0	0	0	0	
4999986	14	10	10	1	1	8	8	1	3	14	
4999991	9	9	9	3	1	4	4	1	6	9	
4999980	20	14	14	2	0	9	9	0	9	20	
4999947	53	44	44	9	1	30	30	0	29	53	
4999934	66	54	54	3	3	39	39	2	31	66	
4999955	45	35	35	5	2	25	25	1	29	45	
4999930	70	13	13	1	0	2	2	0	0	70	
4999997	3	2	2	0	0	0	0	0	0	3	
4999996	4	4	4	1	0	2	2	0	2	4	
4999984	16	11	11	2	0	8	8	0	8	16	
4999996	4	3	3	1	1	2	2	1	1	4	
4999994	6	5	5	2	1	2	2	1	3	6	
4999999	1	1	1	0	0	0	0	0	0	1	
4999990	10	4	4	0	0	1	1	0	1	10	
4999983	17	6	6	0	0	2	2	0	1	17	
4999979	21	16	16	2	0	9	9	0	8	21	
4999996	4	3	3	1	1	2	2	1	2	4	
4999974	26	26	26	6	1	19	19	1	25	26	
4999997	3	2	2	1	0	1	1	0	1	3	
4999998	2	2	2	0	0	1	1	0	1	2	
4999956	44	18	18	0	0	9	9	0	3	44	
4999988	12	8	8	1	0	5	5	0	3	12	
4999991	9	8	8	2	0	5	5	0	5	9	
4999983	17	12	12	1	1	9	9	0	5	17	
4999971	29	29	29	1	1	27	27	1	25	29	
4999983	17	9	9	2	0	4	4	0	5	17	
4999988	12	11	11	2	0	8	8	0	9	12	
4999966	34	18	18	3	0	11	11	0	11	34	
4999994	6	3	3	1	0	1	1	0	1	6	
4999997	3	2	2	0	0	2	2	0	2	3	
4999994	6	6	6	2	1	2	2	1	3	6	
4999987	13	3	3	0	0	2	2	0	0	13	
4999999	1	1	1	0	0	0	0	0	0	1	
