S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999728	272	178	178	14	6	94	94	3	61	272	
4999950	50	46	46	7	5	37	37	4	35	50	
4995713	4287	2563	2563	265	71	1395	1395	28	892	4287	
4999652	348	197	197	19	8	90	90	5	46	348	
4999846	154	107	107	17	5	65	65	1	52	154	
4974540	25460	16350	16350	1636	503	9523	9523	184	6534	25460	
4999932	68	59	59	12	5	43	43	3	49	68	
4999855	145	116	116	12	5	84	84	3	77	145	
4996449	3551	2073	2073	185	41	1115	1115	15	623	3551	
4999977	23	16	16	3	2	13	13	2	11	23	
4998267	1733	1094	1094	105	30	616	616	10	381	1733	
4997456	2544	1481	1481	139	43	761	761	14	423	2544	
4999981	19	13	13	2	2	11	11	1	8	19	
4999981	19	16	16	4	1	11	11	1	13	19	
4974626	25374	16390	16390	1735	558	9622	9622	225	6722	25374	
4999932	68	63	63	10	6	47	47	3	50	68	
4999974	26	25	25	6	5	16	16	4	17	26	
4999963	37	26	26	4	2	15	15	1	13	37	
4959006	40994	26124	26124	2672	792	15247	15247	301	10194	40994	
4999412	588	322	322	36	10	177	177	4	136	588	
4999047	953	397	397	26	2	164	164	1	74	953	
4999903	97	74	74	10	3	46	46	2	39	97	
4999959	41	37	37	5	3	29	29	2	29	41	
4999983	17	12	12	2	2	9	9	2	7	17	
4998648	1352	704	704	56	11	307	307	3	146	1352	
4999924	76	63	63	5	3	51	51	3	44	76	
4999979	21	13	13	2	2	8	8	1	7	21	
4999968	32	32	32	3	2	25	25	1	24	32	
4999324	676	482	482	65	27	300	300	13	235	676	
4988152	11848	7461	7461	811	254	4324	4324	82	2964	11848	
4999981	19	18	18	2	1	13	13	1	12	19	
4999924	76	63	63	5	3	51	51	3	44	76	
4999983	17	16	16	3	2	13	13	2	10	17	
4999922	78	49	49	4	1	34	34	1	28	78	
4999968	32	23	23	3	1	15	15	1	10	32	
4999047	953	397	397	26	2	164	164	1	74	953	
4999732	268	189	189	17	7	123	123	4	105	268	
4999832	168	85	85	15	4	34	34	1	26	168	
4999083	917	594	594	56	22	358	358	10	245	917	
4999565	435	324	324	37	19	204	204	10	162	435	
4999960	40	28	28	4	2	19	19	1	14	40	
4999937	63	44	44	5	2	28	28	2	19	63	
4999362	638	386	386	39	9	197	197	3	124	638	
4999599	401	160	160	14	8	84	84	6	58	401	
4999985	15	14	14	4	2	10	10	1	12	15	
4999973	27	24	24	2	2	17	17	1	13	27	
4999892	108	76	76	9	3	48	48	2	41	108	
4999877	123	104	104	15	4	68	68	2	55	123	
4999645	355	209	209	22	8	123	123	2	89	355	
4999917	83	64	64	7	4	44	44	4	34	83	
4994428	5572	3314	3314	324	89	1762	1762	27	1143	5572	
4998028	1972	1112	1112	88	28	562	562	10	339	1972	
4999976	24	18	18	3	2	13	13	2	9	24	
4999985	15	11	11	3	2	5	5	1	5	15	
4999808	192	140	140	20	7	87	87	4	64	192	
4999930	70	57	57	10	4	37	37	4	31	70	
4995942	4058	2407	2407	188	46	1243	1243	15	721	4058	
4999307	693	494	494	51	16	313	313	5	247	693	
4997854	2146	1245	1245	138	35	694	694	11	440	2146	
4956820	43180	28020	28020	2931	930	16544	16544	325	11404	43180	
4999703	297	150	150	14	8	64	64	3	37	297	
4999976	24	22	22	4	2	16	16	1	17	24	
4999952	48	32	32	4	2	20	20	1	15	48	
4999969	31	30	30	2	2	27	27	2	25	31	
4998418	1582	904	904	75	30	485	485	10	264	1582	
4999954	46	32	32	3	2	25	25	1	17	46	
4999875	125	65	65	11	3	25	25	1	21	125	
4999724	276	126	126	10	4	68	68	3	44	276	
4999713	287	205	205	28	8	135	135	4	105	287	
4999910	90	73	73	7	4	48	48	4	36	90	
4999978	22	15	15	1	1	11	11	1	8	22	
4998837	1163	587	587	59	17	256	256	6	142	1163	
