S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
9999997	3	2	2	0	0	0	0	0	0	3	
9999990	10	7	7	1	1	5	5	1	4	10	
9999988	12	12	12	2	1	10	10	1	10	12	
9999988	12	9	9	2	1	3	3	1	1	12	
9999931	69	64	64	13	7	49	49	5	55	69	
9999996	4	3	3	2	0	0	0	0	0	4	
9999988	12	10	10	2	1	8	8	0	8	12	
9999987	13	10	10	1	1	6	6	1	4	13	
9999984	16	14	14	1	1	10	10	1	9	16	
9999991	9	6	6	3	2	3	3	1	3	9	
9999982	18	16	16	1	1	11	11	1	10	18	
9999977	23	20	20	4	1	15	15	0	15	23	
9999988	12	9	9	3	3	5	5	1	3	12	
9999994	6	6	6	1	0	4	4	0	3	6	
9999996	4	3	3	1	1	1	1	0	1	4	
9999983	17	13	13	1	1	10	10	0	9	17	
9999990	10	9	9	2	1	6	6	0	4	10	
9999990	10	5	5	0	0	3	3	0	3	10	
9999998	2	1	1	1	0	0	0	0	0	2	
9999987	13	9	9	1	1	5	5	0	3	13	
9999839	161	77	77	6	2	24	24	2	16	161	
9999978	22	15	15	1	0	9	9	0	8	22	
9999992	8	8	8	1	1	4	4	0	3	8	
9999982	18	16	16	2	2	11	11	1	11	18	
9999989	11	9	9	3	1	6	6	1	5	11	
9999996	4	4	4	1	1	3	3	1	1	4	
9999989	11	11	11	1	1	7	7	0	5	11	
9999971	29	23	23	4	3	12	12	1	11	29	
9999969	31	20	20	4	3	9	9	2	10	31	
9999965	35	27	27	2	2	15	15	2	12	35	
9999974	26	25	25	6	1	17	17	1	19	26	
9999976	24	21	21	5	3	14	14	2	14	24	
9999986	14	11	11	3	2	8	8	1	7	14	
9999982	18	14	14	3	2	11	11	1	10	18	
9999985	15	11	11	2	0	9	9	0	9	15	
9999953	47	41	41	9	4	29	29	3	32	47	
9999982	18	14	14	2	2	10	10	1	10	18	
9999979	21	19	19	4	1	13	13	1	14	21	
9999979	21	21	21	2	2	18	18	1	18	21	
9999995	5	4	4	1	1	2	2	1	2	5	
9999993	7	5	5	1	1	2	2	0	2	7	
9999980	20	18	18	3	1	13	13	0	12	20	
9999995	5	5	5	1	1	3	3	0	3	5	
9999996	4	3	3	1	1	2	2	1	1	4	
