S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
5000000	0	0	0	0	0	0	0	0	0	0	
4999984	16	14	14	1	0	12	12	0	12	16	
4999999	1	1	1	0	0	0	0	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
4999984	16	15	15	0	0	13	13	0	13	16	
4999995	5	2	2	0	0	2	2	0	2	5	
4927609	72391	48949	48949	4993	1600	29743	29743	614	21007	72391	
4999997	3	2	2	0	0	2	2	0	1	3	
4999997	3	2	2	0	0	0	0	0	0	3	
4999999	1	1	1	0	0	0	0	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
5000000	0	0	0	0	0	0	0	0	0	0	
4999998	2	1	1	0	0	1	1	0	1	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999987	13	13	13	3	0	8	8	0	10	13	
4999974	26	20	20	2	1	12	12	0	13	26	
4999997	3	2	2	0	0	2	2	0	2	3	
4999987	13	4	4	1	0	2	2	0	0	13	
4999989	11	9	9	1	0	7	7	0	7	11	
4999995	5	4	4	0	0	2	2	0	1	5	
5000000	0	0	0	0	0	0	0	0	0	0	
4999996	4	3	3	0	0	2	2	0	0	4	
4999992	8	7	7	1	1	5	5	1	5	8	
5000000	0	0	0	0	0	0	0	0	0	0	
4999989	11	9	9	1	1	7	7	0	5	11	
4999998	2	1	1	1	0	0	0	0	1	2	
4999996	4	4	4	0	0	3	3	0	1	4	
4999994	6	3	3	0	0	3	3	0	1	6	
4997606	2394	1485	1485	153	46	885	885	15	636	2394	
4999971	29	20	20	5	3	9	9	0	10	29	
4999946	54	33	33	4	2	19	19	1	10	54	
4999971	29	17	17	2	0	12	12	0	4	29	
4999993	7	7	7	2	0	5	5	0	5	7	
4999992	8	6	6	2	1	4	4	1	4	8	
4999998	2	1	1	0	0	1	1	0	0	2	
4999991	9	7	7	3	0	3	3	0	5	9	
4999995	5	4	4	1	0	2	2	0	1	5	
4999998	2	1	1	0	0	1	1	0	1	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999988	12	11	11	1	0	10	10	0	10	12	
4999992	8	3	3	1	0	0	0	0	0	8	
5000000	0	0	0	0	0	0	0	0	0	0	
4999998	2	1	1	0	0	1	1	0	0	2	
4999994	6	6	6	1	1	4	4	1	4	6	
4999991	9	7	7	1	0	5	5	0	5	9	
5000000	0	0	0	0	0	0	0	0	0	0	
4999997	3	2	2	0	0	1	1	0	0	3	
4999975	25	25	25	6	1	16	16	1	21	25	
5000000	0	0	0	0	0	0	0	0	0	0	
4999589	411	274	274	38	11	153	153	3	106	411	
4999965	35	30	30	4	1	22	22	1	19	35	
4999995	5	4	4	1	1	3	3	0	3	5	
4999999	1	1	1	0	0	0	0	0	0	1	
4999979	21	21	21	2	2	15	15	1	14	21	
4999994	6	5	5	2	1	2	2	0	2	6	
4999998	2	2	2	1	0	1	1	0	0	2	
4999999	1	1	1	0	0	0	0	0	0	1	
4999994	6	6	6	1	1	4	4	0	4	6	
4999993	7	5	5	0	0	4	4	0	0	7	
4999997	3	2	2	0	0	1	1	0	1	3	
5000000	0	0	0	0	0	0	0	0	0	0	
5000000	0	0	0	0	0	0	0	0	0	0	
4999976	24	21	21	2	1	16	16	1	10	24	
4999998	2	1	1	1	0	0	0	0	0	2	
4999998	2	2	2	0	0	1	1	0	1	2	
4999988	12	12	12	1	0	10	10	0	10	12	
4999990	10	10	10	2	0	7	7	0	8	10	
5000000	0	0	0	0	0	0	0	0	0	0	
4999995	5	4	4	1	1	3	3	0	2	5	
4999939	61	46	46	7	2	23	23	2	20	61	
4999955	45	27	27	0	0	17	17	0	8	45	
4999992	8	7	7	1	0	5	5	0	6	8	
4998045	1955	1185	1185	107	35	636	636	11	352	1955	
4999976	24	23	23	6	4	14	14	3	14	24	
4999982	18	14	14	1	1	10	10	0	6	18	
4999899	101	57	57	6	1	34	34	0	23	101	
4999747	253	165	165	18	5	90	90	0	56	253	
4999910	90	67	67	4	2	50	50	1	38	90	
4999985	15	9	9	1	1	5	5	0	2	15	
4999986	14	14	14	3	1	10	10	0	11	14	
4999979	21	17	17	3	2	11	11	2	9	21	
5000000	0	0	0	0	0	0	0	0	0	0	
4999985	15	14	14	2	2	11	11	2	10	15	
4999938	62	39	39	4	3	25	25	2	13	62	
4999990	10	9	9	1	1	8	8	0	8	10	
4999998	2	1	1	0	0	1	1	0	0	2	
4999988	12	9	9	2	2	4	4	1	3	12	
5000000	0	0	0	0	0	0	0	0	0	0	
4999990	10	6	6	1	0	1	1	0	0	10	
4999992	8	7	7	3	1	4	4	1	4	8	
4999989	11	9	9	2	0	5	5	0	4	11	
4999969	31	28	28	2	0	22	22	0	20	31	
4999957	43	34	34	1	1	27	27	1	20	43	
4999967	33	28	28	4	1	23	23	1	25	33	
4999999	1	1	1	0	0	0	0	0	0	1	
4999999	1	1	1	0	0	0	0	0	0	1	
4999998	2	2	2	0	0	2	2	0	1	2	
4999990	10	8	8	1	0	5	5	0	6	10	
4999998	2	2	2	1	1	1	1	1	0	2	
4999994	6	4	4	2	1	2	2	1	3	6	
5000000	0	0	0	0	0	0	0	0	0	0	
4999999	1	1	1	0	0	0	0	0	0	1	
4999998	2	2	2	0	0	1	1	0	0	2	
4999989	11	7	7	0	0	5	5	0	2	11	
4999997	3	2	2	1	1	0	0	1	0	3	
4999974	26	25	25	6	1	18	18	1	23	26	
5000000	0	0	0	0	0	0	0	0	0	0	
4999998	2	1	1	0	0	1	1	0	0	2	
4999997	3	2	2	0	0	2	2	0	2	3	
4999997	3	2	2	1	0	0	0	0	1	3	
4999994	6	4	4	1	0	3	3	0	3	6	
4999998	2	2	2	1	0	0	0	0	0	2	
4999973	27	26	26	1	1	22	22	1	20	27	
4999995	5	3	3	0	0	2	2	0	1	5	
4999990	10	9	9	1	0	7	7	0	6	10	
4999989	11	10	10	2	0	4	4	0	4	11	
4999998	2	1	1	1	0	0	0	0	0	2	
4999997	3	2	2	0	0	2	2	0	2	3	
4999995	5	4	4	2	1	2	2	0	3	5	
4999999	1	1	1	0	0	0	0	0	0	1	
4999999	1	1	1	0	0	0	0	0	0	1	
4999977	23	15	15	4	0	8	8	0	8	23	
4999989	11	9	9	2	1	6	6	1	6	11	
5000000	0	0	0	0	0	0	0	0	0	0	
4999996	4	3	3	0	0	1	1	0	0	4	
4999999	1	1	1	0	0	0	0	0	0	1	
4999946	54	52	52	7	3	41	41	3	41	54	
4999999	1	1	1	1	1	0	0	0	0	1	
4999977	23	19	19	2	0	14	14	0	14	23	
4999988	12	8	8	1	1	6	6	1	4	12	
4999999	1	1	1	0	0	0	0	0	0	1	
4999993	7	2	2	0	0	0	0	0	0	7	
4999984	16	15	15	1	1	13	13	0	13	16	
4999999	1	1	1	1	0	0	0	0	0	1	
4999993	7	4	4	1	1	2	2	0	1	7	
4999964	36	29	29	2	1	17	17	0	13	36	
4999995	5	2	2	1	1	0	0	1	0	5	
4999983	17	13	13	0	0	12	12	0	11	17	
4999987	13	13	13	3	0	10	10	0	11	13	
4999997	3	3	3	0	0	3	3	0	1	3	
4986547	13453	8321	8321	846	278	4715	4715	91	3027	13453	
4999979	21	17	17	3	1	12	12	1	8	21	
4999985	15	9	9	1	1	6	6	0	2	15	
4999934	66	58	58	8	2	42	42	2	46	66	
4999999	1	1	1	0	0	0	0	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
4999989	11	11	11	3	2	7	7	2	9	11	
4999980	20	19	19	2	0	14	14	0	10	20	
4999995	5	4	4	0	0	3	3	0	1	5	
4999990	10	10	10	2	0	6	6	0	7	10	
4999992	8	6	6	1	0	4	4	0	2	8	
5000000	0	0	0	0	0	0	0	0	0	0	
5000000	0	0	0	0	0	0	0	0	0	0	
4999193	807	500	500	43	13	263	263	5	176	807	
4999996	4	2	2	0	0	1	1	0	1	4	
4999993	7	4	4	1	1	1	1	0	1	7	
4999983	17	13	13	4	0	6	6	0	7	17	
4999986	14	14	14	1	0	9	9	0	8	14	
4999994	6	4	4	1	0	2	2	0	2	6	
4999931	69	38	38	4	1	12	12	1	3	69	
4999982	18	9	9	0	0	8	8	0	4	18	
4999985	15	13	13	2	0	6	6	0	6	15	
4999996	4	3	3	0	0	2	2	0	2	4	
4999993	7	3	3	0	0	2	2	0	1	7	
5000000	0	0	0	0	0	0	0	0	0	0	
4999980	20	17	17	2	2	12	12	1	12	20	
4999999	1	1	1	0	0	0	0	0	0	1	
4999995	5	4	4	0	0	3	3	0	3	5	
4999995	5	4	4	1	1	2	2	0	1	5	
4999981	19	18	18	2	1	15	15	0	13	19	
4999988	12	9	9	2	1	6	6	0	4	12	
4999998	2	2	2	1	0	0	0	0	0	2	
4999998	2	1	1	0	0	1	1	0	1	2	
4999999	1	1	1	0	0	1	1	0	0	1	
4999913	87	43	43	5	1	18	18	1	11	87	
4999987	13	6	6	0	0	5	5	0	2	13	
4999992	8	8	8	1	1	6	6	0	6	8	
4999829	171	88	88	5	0	39	39	0	18	171	
4999753	247	152	152	9	2	70	70	0	37	247	
5000000	0	0	0	0	0	0	0	0	0	0	
4999998	2	2	2	0	0	1	1	0	0	2	
4999986	14	9	9	1	0	5	5	0	3	14	
4999997	3	1	1	1	0	0	0	0	0	3	
4999996	4	2	2	1	1	1	1	0	0	4	
4999973	27	25	25	4	1	19	19	0	22	27	
4999998	2	2	2	1	0	0	0	0	0	2	
4999973	27	13	13	0	0	8	8	0	3	27	
4999928	72	51	51	8	4	32	32	2	22	72	
4999996	4	4	4	0	0	2	2	0	2	4	
4999991	9	7	7	0	0	3	3	0	1	9	
4999998	2	1	1	1	1	0	0	0	0	2	
4999980	20	11	11	0	0	7	7	0	2	20	
5000000	0	0	0	0	0	0	0	0	0	0	
4999982	18	12	12	0	0	8	8	0	4	18	
4999896	104	22	22	2	0	6	6	0	5	104	
4999978	22	17	17	1	0	13	13	0	11	22	
4999988	12	7	7	1	0	5	5	0	6	12	
4999999	1	1	1	0	0	0	0	0	0	1	
4999994	6	5	5	1	0	4	4	0	5	6	
4999945	55	53	53	11	5	42	42	5	50	55	
4999998	2	1	1	0	0	1	1	0	0	2	
4999992	8	6	6	1	0	4	4	0	4	8	
4999978	22	17	17	1	0	13	13	0	11	22	
5000000	0	0	0	0	0	0	0	0	0	0	
4999996	4	3	3	0	0	1	1	0	0	4	
4999999	1	1	1	0	0	0	0	0	0	1	
4999998	2	2	2	1	1	1	1	0	0	2	
4999984	16	9	9	0	0	7	7	0	5	16	
5000000	0	0	0	0	0	0	0	0	0	0	
4999926	74	65	65	8	2	49	49	0	46	74	
4999991	9	7	7	1	0	5	5	0	6	9	
4999981	19	17	17	1	0	14	14	0	13	19	
4991311	8689	4903	4903	443	117	2480	2480	38	1453	8689	
4999970	30	19	19	5	2	9	9	1	9	30	
4999843	157	94	94	11	2	48	48	1	34	157	
4999998	2	2	2	1	0	1	1	0	1	2	
4999999	1	1	1	0	0	0	0	0	0	1	
4999999	1	1	1	0	0	0	0	0	0	1	
4999996	4	3	3	1	1	2	2	0	2	4	
4999984	16	14	14	1	0	12	12	0	12	16	
5000000	0	0	0	0	0	0	0	0	0	0	
4999999	1	1	1	0	0	0	0	0	0	1	
4999986	14	13	13	1	0	10	10	0	10	14	
4999987	13	13	13	3	0	10	10	0	11	13	
4999986	14	12	12	5	3	6	6	2	7	14	
4999999	1	1	1	0	0	0	0	0	0	1	
4999997	3	3	3	1	1	1	1	0	1	3	
4999994	6	5	5	0	0	5	5	0	4	6	
4999998	2	2	2	1	0	1	1	0	1	2	
4999988	12	10	10	3	1	7	7	1	5	12	
4999990	10	9	9	1	1	6	6	1	6	10	
4999994	6	5	5	1	1	2	2	1	2	6	
4999999	1	1	1	0	0	1	1	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
4999962	38	11	11	0	0	3	3	0	2	38	
4999987	13	13	13	2	1	9	9	1	9	13	
4999993	7	6	6	2	1	3	3	0	2	7	
4999988	12	10	10	4	2	6	6	1	7	12	
4999999	1	1	1	0	0	0	0	0	0	1	
4999995	5	3	3	0	0	2	2	0	1	5	
4999998	2	1	1	1	1	0	0	0	0	2	
4999924	76	17	17	1	0	7	7	0	4	76	
4999797	203	152	152	19	5	98	98	3	76	203	
4999990	10	8	8	1	0	5	5	0	6	10	
4999999	1	1	1	1	0	0	0	0	0	1	
4999997	3	2	2	1	1	0	0	1	0	3	
4999998	2	1	1	0	0	1	1	0	0	2	
4999998	2	1	1	0	0	1	1	0	1	2	
4999983	17	7	7	0	0	4	4	0	2	17	
5000000	0	0	0	0	0	0	0	0	0	0	
5000000	0	0	0	0	0	0	0	0	0	0	
4999992	8	4	4	1	0	2	2	0	0	8	
4999933	67	43	43	4	1	23	23	0	22	67	
4999998	2	2	2	1	1	1	1	0	0	2	
4999991	9	9	9	2	1	5	5	1	7	9	
4999991	9	9	9	1	1	7	7	0	6	9	
4985821	14179	8397	8397	809	216	4470	4470	60	2718	14179	
4999340	660	355	355	26	8	169	169	1	82	660	
4999998	2	2	2	1	1	0	0	0	0	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999984	16	15	15	2	2	13	13	1	10	16	
4999995	5	5	5	0	0	3	3	0	2	5	
4999998	2	1	1	0	0	1	1	0	1	2	
4999994	6	6	6	2	1	3	3	0	4	6	
4999973	27	25	25	4	1	19	19	0	22	27	
4999998	2	1	1	0	0	0	0	0	0	2	
4999989	11	6	6	2	2	3	3	1	2	11	
4999984	16	12	12	1	1	9	9	1	6	16	
5000000	0	0	0	0	0	0	0	0	0	0	
4999973	27	9	9	0	0	2	2	0	1	27	
4999990	10	2	2	1	0	1	1	0	0	10	
4999997	3	1	1	0	0	1	1	0	1	3	
4999997	3	3	3	1	1	2	2	0	0	3	
4999974	26	20	20	1	1	15	15	1	10	26	
4999983	17	13	13	2	0	10	10	0	8	17	
4999998	2	1	1	0	0	0	0	0	0	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999970	30	28	28	3	2	24	24	2	24	30	
4999709	291	186	186	17	5	119	119	1	81	291	
4999988	12	9	9	2	1	5	5	1	4	12	
4999987	13	4	4	0	0	4	4	0	1	13	
4999999	1	1	1	0	0	0	0	0	0	1	
4999985	15	11	11	1	0	5	5	0	2	15	
4999993	7	4	4	1	0	3	3	0	2	7	
4999974	26	21	21	3	1	14	14	1	10	26	
5000000	0	0	0	0	0	0	0	0	0	0	
5000000	0	0	0	0	0	0	0	0	0	0	
4999967	33	31	31	3	1	25	25	1	27	33	
4999995	5	5	5	1	1	4	4	1	3	5	
5000000	0	0	0	0	0	0	0	0	0	0	
4999989	11	6	6	3	3	2	2	0	0	11	
4999998	2	2	2	1	1	0	0	1	0	2	
4999986	14	7	7	0	0	5	5	0	4	14	
4999997	3	2	2	0	0	2	2	0	0	3	
4999998	2	2	2	1	0	1	1	0	1	2	
4999990	10	9	9	1	1	5	5	0	4	10	
4999999	1	1	1	0	0	0	0	0	0	1	
4999994	6	2	2	1	0	1	1	0	1	6	
4999997	3	3	3	1	0	1	1	0	1	3	
4999966	34	32	32	2	1	29	29	1	27	34	
4999988	12	8	8	0	0	6	6	0	5	12	
4999993	7	5	5	1	0	3	3	0	2	7	
4999977	23	15	15	1	0	10	10	0	8	23	
4999999	1	1	1	0	0	0	0	0	0	1	
4999963	37	25	25	2	1	18	18	1	11	37	
4999998	2	2	2	0	0	1	1	0	1	2	
4999901	99	80	80	7	3	57	57	2	51	99	
4999976	24	23	23	4	1	17	17	0	15	24	
4999999	1	1	1	0	0	0	0	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
4999992	8	7	7	1	1	6	6	0	5	8	
4999997	3	2	2	1	0	1	1	0	2	3	
4999985	15	13	13	1	1	10	10	1	10	15	
4999989	11	9	9	0	0	8	8	0	7	11	
4999599	401	266	266	34	12	127	127	3	91	401	
4999989	11	8	8	2	1	6	6	0	6	11	
4999999	1	1	1	0	0	1	1	0	0	1	
4999993	7	5	5	2	2	2	2	1	2	7	
4999996	4	4	4	1	1	2	2	0	2	4	
4999998	2	2	2	1	1	1	1	1	0	2	
4999991	9	3	3	1	0	1	1	0	1	9	
4999982	18	13	13	2	0	8	8	0	5	18	
4999856	144	82	82	10	3	49	49	1	44	144	
4997663	2337	1445	1445	141	51	813	813	23	567	2337	
4999854	146	84	84	12	2	50	50	0	38	146	
4997137	2863	1833	1833	178	55	1092	1092	22	781	2863	
4999405	595	351	351	40	14	207	207	4	153	595	
4999998	2	1	1	0	0	1	1	0	1	2	
4999997	3	3	3	1	1	2	2	1	1	3	
4999998	2	2	2	0	0	2	2	0	1	2	
4999999	1	1	1	0	0	0	0	0	0	1	
4999981	19	17	17	5	2	10	10	2	11	19	
4999978	22	15	15	2	0	10	10	0	6	22	
4999998	2	2	2	1	1	1	1	0	0	2	
4999998	2	1	1	1	0	0	0	0	0	2	
4999998	2	2	2	0	0	1	1	0	0	2	
4999998	2	1	1	0	0	0	0	0	0	2	
4999988	12	11	11	0	0	8	8	0	7	12	
4999985	15	6	6	2	0	1	1	0	0	15	
5000000	0	0	0	0	0	0	0	0	0	0	
4999937	63	44	44	6	1	27	27	1	24	63	
4999986	14	12	12	1	1	10	10	1	8	14	
4999999	1	1	1	1	0	0	0	0	0	1	
4999527	473	234	234	19	4	108	108	2	47	473	
5000000	0	0	0	0	0	0	0	0	0	0	
4999983	17	10	10	0	0	8	8	0	6	17	
4999996	4	2	2	0	0	0	0	0	0	4	
4999977	23	15	15	3	1	9	9	1	9	23	
4999972	28	19	19	1	0	13	13	0	6	28	
4996168	3832	2357	2357	223	60	1305	1305	18	838	3832	
4999987	13	10	10	0	0	8	8	0	6	13	
4999984	16	6	6	0	0	3	3	0	1	16	
4999990	10	9	9	1	0	7	7	0	5	10	
4999961	39	27	27	3	2	10	10	0	8	39	
4999937	63	54	54	5	3	41	41	2	35	63	
4999834	166	69	69	5	0	24	24	0	8	166	
4999941	59	46	46	5	4	27	27	1	19	59	
4999972	28	23	23	2	1	16	16	1	10	28	
4999985	15	15	15	2	2	13	13	0	12	15	
4999980	20	19	19	2	0	14	14	0	10	20	
4999998	2	2	2	1	0	0	0	0	1	2	
4999994	6	6	6	1	1	4	4	1	5	6	
4999989	11	8	8	1	0	4	4	0	5	11	
4999988	12	10	10	0	0	10	10	0	9	12	
4999971	29	24	24	3	2	19	19	2	15	29	
4999861	139	85	85	10	1	52	52	0	39	139	
4999992	8	6	6	2	2	2	2	1	2	8	
4999998	2	2	2	0	0	2	2	0	1	2	
4999974	26	21	21	2	1	14	14	0	9	26	
4999752	248	185	185	21	9	128	128	7	101	248	
4999978	22	20	20	3	0	16	16	0	15	22	
4999999	1	1	1	0	0	1	1	0	0	1	
5000000	0	0	0	0	0	0	0	0	0	0	
4999991	9	8	8	1	0	6	6	0	7	9	
4999997	3	2	2	0	0	1	1	0	0	3	
4999996	4	3	3	1	1	2	2	0	1	4	
4999890	110	77	77	5	4	56	56	2	40	110	
4999952	48	36	36	7	2	25	25	2	29	48	
4999981	19	16	16	1	1	15	15	1	13	19	
4999988	12	12	12	2	0	7	7	0	8	12	
4999979	21	19	19	3	2	13	13	2	13	21	
4999998	2	2	2	1	0	0	0	0	1	2	
4999998	2	1	1	1	1	0	0	0	0	2	
4999998	2	1	1	0	0	1	1	0	0	2	
4994907	5093	2922	2922	277	65	1522	1522	15	885	5093	
4998975	1025	607	607	42	6	337	337	2	186	1025	
4999056	944	538	538	33	6	257	257	2	126	944	
4999999	1	1	1	0	0	0	0	0	0	1	
4999997	3	2	2	1	1	1	1	1	0	3	
4999954	46	37	37	3	2	32	32	1	25	46	
4999993	7	4	4	1	1	2	2	0	1	7	
4998357	1643	871	871	75	21	420	420	1	211	1643	
4999998	2	1	1	0	0	0	0	0	0	2	
4999995	5	4	4	1	1	3	3	0	3	5	
4999988	12	7	7	1	0	2	2	0	2	12	
