S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
9999978	22	17	17	2	2	12	12	1	5	22	
9999974	26	18	18	4	2	9	9	1	7	26	
9999980	20	18	18	3	2	11	11	1	13	20	
9999966	34	31	31	5	2	22	22	1	15	34	
9999912	88	83	83	14	7	65	65	7	71	88	
9999989	11	9	9	4	2	3	3	0	4	11	
9999982	18	14	14	3	2	9	9	1	9	18	
9999969	31	25	25	5	5	19	19	2	16	31	
9999978	22	18	18	4	2	14	14	1	14	22	
9999978	22	19	19	6	3	10	10	2	9	22	
9999973	27	22	22	5	3	16	16	2	17	27	
9999970	30	30	30	4	1	23	23	1	19	30	
9999963	37	30	30	4	3	20	20	2	16	37	
9999991	9	8	8	2	2	5	5	0	5	9	
9999967	33	22	22	4	2	13	13	2	7	33	
9999971	29	24	24	4	2	18	18	1	18	29	
9999987	13	12	12	3	2	8	8	2	8	13	
9999973	27	22	22	4	2	16	16	1	10	27	
9999993	7	5	5	2	2	1	1	1	1	7	
9999980	20	19	19	3	3	12	12	1	11	20	
9998463	1537	906	906	89	29	525	525	10	350	1537	
9999942	58	46	46	6	2	28	28	2	23	58	
9999983	17	16	16	2	2	10	10	1	9	17	
9999977	23	20	20	3	2	16	16	2	16	23	
9999983	17	16	16	5	2	9	9	2	12	17	
9999988	12	11	11	3	1	7	7	1	5	12	
9999970	30	24	24	3	2	19	19	1	13	30	
9999940	60	53	53	9	4	39	39	3	36	60	
9999900	100	77	77	8	4	55	55	3	44	100	
9999937	63	53	53	8	3	40	40	2	38	63	
9999971	29	29	29	7	2	20	20	1	26	29	
9999968	32	29	29	5	3	22	22	3	22	32	
9999970	30	21	21	4	2	13	13	1	14	30	
9999974	26	22	22	4	2	16	16	2	17	26	
9999957	43	35	35	5	1	23	23	1	18	43	
9999933	67	62	62	13	5	41	41	4	45	67	
9999814	186	93	93	4	2	38	38	1	21	186	
9999971	29	28	28	6	3	22	22	2	19	29	
9999960	40	31	31	6	3	24	24	2	23	40	
9999965	35	18	18	3	2	7	7	1	3	35	
9999991	9	8	8	4	1	3	3	1	5	9	
9998851	1149	685	685	79	18	357	357	7	214	1149	
9999983	17	13	13	4	3	6	6	1	5	17	
9999975	25	19	19	4	3	11	11	1	10	25	
9997780	2220	1212	1212	118	33	597	597	5	344	2220	
9999967	33	17	17	2	1	7	7	1	8	33	
9999959	41	34	34	3	2	27	27	2	23	41	
9999948	52	49	49	6	4	41	41	4	43	52	
9999978	22	19	19	3	3	14	14	2	11	22	
9999976	24	21	21	5	3	14	14	3	13	24	
9999927	73	50	50	7	3	34	34	1	26	73	
9999988	12	11	11	3	2	7	7	2	6	12	
9999970	30	29	29	7	3	19	19	2	22	30	
9999984	16	14	14	3	2	11	11	1	11	16	
9999961	39	39	39	6	3	31	31	2	33	39	
9999981	19	15	15	3	3	8	8	2	9	19	
9999965	35	31	31	5	3	24	24	3	24	35	
9999972	28	24	24	6	5	16	16	5	16	28	
9999963	37	34	34	3	2	30	30	1	29	37	
9999973	27	18	18	5	3	11	11	1	11	27	
9999984	16	14	14	2	2	10	10	2	7	16	
9999960	40	37	37	5	3	31	31	3	33	40	
9999979	21	13	13	4	3	6	6	3	5	21	
9999991	9	8	8	2	2	5	5	1	3	9	
9999987	13	10	10	4	3	5	5	2	6	13	
9999981	19	18	18	4	2	10	10	2	10	19	
9999975	25	22	22	2	2	19	19	2	17	25	
9999975	25	21	21	2	2	15	15	2	8	25	
9999993	7	5	5	2	2	1	1	1	0	7	
9999977	23	22	22	5	2	15	15	2	15	23	
9999983	17	16	16	5	2	11	11	1	12	17	
9999974	26	24	24	4	3	17	17	3	16	26	
9999951	49	45	45	8	3	32	32	3	31	49	
9999965	35	31	31	4	3	27	27	3	26	35	
9999981	19	19	19	5	2	12	12	2	15	19	
9999971	29	26	26	4	2	21	21	1	12	29	
9999980	20	17	17	3	2	14	14	1	9	20	
9999983	17	15	15	3	3	11	11	2	7	17	
9999995	5	4	4	2	2	2	2	1	1	5	
9999968	32	32	32	5	3	26	26	2	25	32	
9999985	15	13	13	2	2	8	8	1	8	15	
9999970	30	27	27	3	2	20	20	1	12	30	
9999909	91	87	87	15	6	68	68	6	75	91	
9999956	44	38	38	4	2	30	30	2	26	44	
9999882	118	73	73	4	4	36	36	2	16	118	
9999977	23	21	21	8	5	10	10	3	13	23	
9999988	12	10	10	2	2	6	6	2	4	12	
9999977	23	18	18	2	2	15	15	2	12	23	
9999985	15	13	13	3	2	10	10	2	9	15	
9999972	28	20	20	5	2	13	13	1	13	28	
9999979	21	20	20	2	2	17	17	2	15	21	
9999923	77	68	68	11	4	51	51	4	55	77	
9999947	53	32	32	2	1	17	17	1	8	53	
9999987	13	13	13	2	2	9	9	2	9	13	
9993656	6344	3909	3909	403	114	2176	2176	38	1439	6344	
9999981	19	16	16	5	1	11	11	1	9	19	
9999988	12	11	11	3	2	7	7	1	7	12	
9999987	13	11	11	3	2	5	5	2	6	13	
9999920	80	66	66	6	2	48	48	2	41	80	
9999633	367	212	212	23	7	115	115	3	71	367	
9999980	20	15	15	2	2	7	7	1	6	20	
9999961	39	25	25	3	1	18	18	1	10	39	
9999966	34	25	25	3	2	19	19	2	15	34	
9999948	52	41	41	6	4	29	29	4	31	52	
9999977	23	14	14	3	3	6	6	2	7	23	
9999953	47	43	43	7	3	30	30	2	28	47	
9999965	35	26	26	6	1	18	18	1	17	35	
9999989	11	10	10	2	2	6	6	2	6	11	
9999941	59	37	37	3	2	21	21	2	14	59	
9999965	35	26	26	4	2	19	19	1	20	35	
9999924	76	35	35	3	1	10	10	1	8	76	
9999977	23	17	17	4	4	10	10	3	10	23	
9999956	44	25	25	3	1	15	15	1	9	44	
9999985	15	11	11	3	2	6	6	2	3	15	
9999919	81	68	68	9	3	54	54	3	53	81	
9999986	14	12	12	2	2	8	8	1	8	14	
9999809	191	111	111	11	5	54	54	2	31	191	
9999981	19	15	15	3	2	12	12	2	11	19	
9999977	23	20	20	5	2	13	13	2	16	23	
