S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999972	28	18	18	3	1	12	12	1	13	28	
4999980	20	18	18	5	4	11	11	3	13	20	
4999944	56	42	42	9	4	24	24	2	20	56	
4999970	30	22	22	1	1	18	18	1	15	30	
4999985	15	13	13	3	2	9	9	1	9	15	
4999995	5	3	3	1	1	2	2	1	2	5	
4999981	19	17	17	3	2	10	10	1	10	19	
4999979	21	13	13	3	2	8	8	1	7	21	
4999946	54	36	36	3	1	22	22	1	11	54	
4999985	15	13	13	2	1	9	9	1	10	15	
4999974	26	22	22	1	1	19	19	1	12	26	
4999976	24	22	22	6	4	12	12	3	14	24	
4999964	36	25	25	3	1	18	18	1	15	36	
4999936	64	32	32	3	1	15	15	1	5	64	
4999954	46	34	34	7	2	16	16	1	9	46	
4999906	94	72	72	10	5	53	53	4	52	94	
4999987	13	10	10	1	1	7	7	1	6	13	
4999956	44	36	36	4	3	27	27	3	28	44	
4999946	54	36	36	3	1	22	22	1	11	54	
4999958	42	36	36	7	2	24	24	2	26	42	
4999814	186	118	118	16	6	60	60	2	42	186	
4999973	27	25	25	2	2	22	22	2	23	27	
4999936	64	43	43	6	5	24	24	3	19	64	
4999984	16	13	13	3	2	9	9	1	9	16	
4999981	19	14	14	2	1	12	12	1	7	19	
4999960	40	35	35	1	1	28	28	1	23	40	
4999979	21	16	16	3	1	10	10	1	7	21	
4999960	40	35	35	1	1	28	28	1	23	40	
4999985	15	11	11	2	1	8	8	1	8	15	
4999990	10	10	10	2	2	8	8	1	7	10	
4999944	56	37	37	7	6	24	24	3	22	56	
4999977	23	20	20	2	1	16	16	1	12	23	
4999974	26	21	21	1	1	14	14	1	9	26	
4999957	43	30	30	3	1	17	17	1	10	43	
4999346	654	331	331	19	3	151	151	2	76	654	
4999986	14	12	12	1	1	8	8	1	7	14	
4999954	46	18	18	1	1	8	8	1	5	46	
4999924	76	55	55	9	2	38	38	2	34	76	
4999959	41	29	29	5	2	21	21	2	24	41	
4999960	40	22	22	4	3	15	15	2	16	40	
4999936	64	32	32	3	1	15	15	1	5	64	
4999985	15	11	11	1	1	7	7	1	8	15	
4999971	29	29	29	2	2	26	26	2	25	29	
4999973	27	23	23	3	1	18	18	1	18	27	
4999983	17	17	17	1	1	15	15	1	13	17	
4999973	27	25	25	2	2	22	22	2	23	27	
4999945	55	33	33	3	2	18	18	2	13	55	
4999987	13	12	12	2	1	6	6	1	2	13	
4999991	9	7	7	2	2	4	4	1	4	9	
4999974	26	25	25	2	2	22	22	2	22	26	
4999983	17	13	13	3	1	8	8	1	6	17	
4999832	168	61	61	4	2	35	35	1	29	168	
4999961	39	35	35	7	2	22	22	2	24	39	
4999948	52	39	39	7	2	20	20	1	15	52	
4999991	9	7	7	1	1	5	5	1	5	9	
4999957	43	37	37	3	2	32	32	1	30	43	
4999983	17	12	12	2	1	9	9	1	6	17	
4999985	15	10	10	2	1	8	8	1	8	15	
4999967	33	32	32	4	2	27	27	1	28	33	
4999985	15	12	12	1	1	10	10	1	10	15	
4999962	38	31	31	7	2	18	18	2	22	38	
4999973	27	22	22	2	1	17	17	1	16	27	
4999967	33	26	26	5	3	18	18	3	15	33	
4999923	77	67	67	11	5	51	51	5	60	77	
4999961	39	33	33	2	2	29	29	1	29	39	
4999796	204	122	122	12	6	77	77	4	66	204	
4999979	21	17	17	1	1	16	16	1	14	21	
4999961	39	33	33	3	2	29	29	2	30	39	
4999975	25	20	20	1	1	13	13	1	8	25	
4999952	48	22	22	2	1	10	10	1	10	48	
4999964	36	33	33	3	1	28	28	1	29	36	
4999988	12	6	6	2	1	2	2	1	2	12	
4999975	25	20	20	1	1	13	13	1	8	25	
4999972	28	22	22	4	3	13	13	2	13	28	
4999976	24	20	20	4	2	15	15	1	17	24	
4999961	39	26	26	4	2	16	16	2	13	39	
4999985	15	11	11	1	1	7	7	1	6	15	
4999910	90	40	40	3	3	16	16	1	10	90	
4999986	14	11	11	3	1	8	8	1	9	14	
4999929	71	64	64	9	2	50	50	2	52	71	
4999974	26	24	24	4	3	16	16	3	16	26	
4999988	12	8	8	2	1	4	4	1	2	12	
4999991	9	8	8	2	2	5	5	2	4	9	
4999955	45	41	41	6	3	30	30	2	29	45	
4999961	39	33	33	3	2	29	29	2	30	39	
4999962	38	31	31	7	2	18	18	2	22	38	
4999975	25	20	20	1	1	13	13	1	8	25	
4999980	20	16	16	1	1	14	14	1	10	20	
4999984	16	16	16	5	2	7	7	2	10	16	
4999993	7	4	4	1	1	2	2	1	2	7	
4999917	83	62	62	9	5	46	46	4	48	83	
4999978	22	19	19	4	2	13	13	2	14	22	
4999967	33	27	27	1	1	19	19	1	18	33	
4999989	11	10	10	1	1	7	7	1	6	11	
4999961	39	31	31	3	2	22	22	2	19	39	
4999965	35	28	28	5	3	19	19	3	18	35	
4999973	27	25	25	2	2	22	22	2	23	27	
4999970	30	26	26	7	4	16	16	3	20	30	
4999888	112	79	79	15	5	50	50	3	51	112	
4999927	73	56	56	9	5	36	36	3	29	73	
4999984	16	14	14	2	2	10	10	2	9	16	
4999904	96	38	38	4	2	13	13	2	11	96	
4999984	16	13	13	5	5	5	5	2	5	16	
4998776	1224	716	716	61	24	375	375	8	201	1224	
4999988	12	10	10	3	2	4	4	2	3	12	
4999983	17	14	14	1	1	12	12	1	10	17	
4999945	55	44	44	7	2	28	28	1	23	55	
4999988	12	11	11	1	1	8	8	1	6	12	
4997695	2305	1368	1368	123	31	738	738	15	448	2305	
4999975	25	17	17	4	1	9	9	1	7	25	
4999945	55	46	46	4	3	36	36	3	35	55	
4999967	33	31	31	2	2	28	28	2	25	33	
4999970	30	25	25	4	3	15	15	2	14	30	
4999955	45	39	39	3	2	30	30	1	22	45	
4998414	1586	923	923	84	21	487	487	5	284	1586	
4999874	126	93	93	8	3	55	55	1	26	126	
4999975	25	22	22	3	1	15	15	1	11	25	
4999984	16	14	14	3	2	7	7	2	6	16	
4999908	92	61	61	5	2	39	39	1	27	92	
4999958	42	32	32	3	1	21	21	1	18	42	
4999975	25	21	21	3	2	16	16	2	15	25	
4999967	33	24	24	3	2	15	15	1	10	33	
4999873	127	82	82	8	3	49	49	2	32	127	
4999969	31	22	22	3	1	12	12	1	13	31	
4999951	49	40	40	7	2	29	29	2	31	49	
4999966	34	27	27	3	2	17	17	1	14	34	
4999992	8	5	5	1	1	2	2	1	1	8	
4999991	9	8	8	2	1	6	6	1	6	9	
4999961	39	33	33	2	2	29	29	1	29	39	
4999981	19	14	14	2	1	12	12	1	7	19	
4999988	12	11	11	2	1	9	9	1	9	12	
4999930	70	63	63	11	5	50	50	5	60	70	
4999974	26	25	25	5	2	20	20	2	23	26	
4999968	32	14	14	2	1	6	6	1	4	32	
4999968	32	23	23	3	1	15	15	1	10	32	
4998341	1659	900	900	82	16	437	437	6	247	1659	
4999928	72	61	61	11	4	39	39	4	37	72	
4999901	99	78	78	8	4	59	59	3	56	99	
4999391	609	376	376	37	11	213	213	3	135	609	
4999971	29	25	25	3	2	20	20	1	18	29	
4997910	2090	1233	1233	119	33	665	665	8	426	2090	
4999920	80	55	55	7	1	34	34	1	28	80	
4999888	112	95	95	14	3	69	69	2	62	112	
4999977	23	18	18	3	2	13	13	2	6	23	
4999296	704	343	343	31	8	156	156	4	83	704	
4999760	240	153	153	11	4	81	81	1	49	240	
4999970	30	26	26	3	1	19	19	1	16	30	
4999829	171	105	105	16	7	65	65	2	50	171	
4996927	3073	1862	1862	192	52	1048	1048	11	676	3073	
4999989	11	10	10	2	2	8	8	1	7	11	
4999715	285	183	183	21	9	107	107	4	82	285	
4999461	539	340	340	29	7	201	201	4	122	539	
4999986	14	10	10	3	2	6	6	2	5	14	
4999918	82	55	55	5	3	38	38	2	29	82	
4999979	21	15	15	3	1	7	7	1	5	21	
4999971	29	24	24	3	1	15	15	1	18	29	
4999801	199	130	130	19	9	76	76	5	61	199	
4999971	29	22	22	3	1	15	15	1	15	29	
4999987	13	8	8	2	1	5	5	1	4	13	
4999927	73	56	56	9	3	34	34	2	27	73	
4999969	31	22	22	3	1	14	14	1	9	31	
4999757	243	140	140	13	4	85	85	2	52	243	
4999734	266	174	174	19	7	93	93	5	64	266	
4999969	31	28	28	2	2	20	20	1	15	31	
4999919	81	55	55	5	3	34	34	2	21	81	
4995897	4103	2224	2224	211	59	1101	1101	11	639	4103	
4999988	12	10	10	1	1	7	7	1	5	12	
4999974	26	25	25	6	5	17	17	4	18	26	
4999857	143	110	110	15	7	77	77	5	77	143	
4999976	24	18	18	5	4	11	11	1	7	24	
4999972	28	24	24	3	2	20	20	2	19	28	
4999962	38	28	28	4	1	14	14	1	14	38	
4999976	24	20	20	3	1	16	16	1	12	24	
4999958	42	35	35	6	4	25	25	3	23	42	
4999953	47	30	30	6	2	18	18	1	11	47	
4999946	54	39	39	5	2	21	21	2	19	54	
4999992	8	7	7	2	1	5	5	1	5	8	
4999946	54	45	45	7	4	32	32	2	30	54	
4997822	2178	1087	1087	80	18	529	529	5	267	2178	
4999731	269	142	142	15	4	79	79	1	58	269	
4998418	1582	904	904	75	30	485	485	10	264	1582	
4999969	31	27	27	5	3	17	17	2	14	31	
4999976	24	15	15	2	1	9	9	1	5	24	
4999971	29	22	22	2	2	16	16	1	14	29	
4999971	29	24	24	3	1	15	15	1	18	29	
4999090	910	503	503	47	15	247	247	7	137	910	
4999903	97	63	63	5	3	35	35	1	20	97	
4996449	3551	2103	2103	190	51	1144	1144	14	733	3551	
4999862	138	89	89	9	2	55	55	1	37	138	
4999673	327	161	161	12	1	70	70	1	42	327	
4999883	117	99	99	15	3	73	73	3	68	117	
4999310	690	380	380	36	12	184	184	5	106	690	
4999929	71	54	54	5	4	39	39	4	29	71	
4998146	1854	1142	1142	113	35	644	644	10	422	1854	
4999798	202	84	84	5	4	50	50	2	37	202	
4999964	36	34	34	7	4	24	24	3	27	36	
4999874	126	83	83	10	4	50	50	3	33	126	
4999890	110	80	80	10	5	44	44	2	34	110	
4999893	107	89	89	13	3	66	66	2	58	107	
4999986	14	13	13	4	2	9	9	1	11	14	
4998469	1531	902	902	87	28	525	525	9	349	1531	
4999984	16	12	12	3	2	7	7	2	8	16	
4999921	79	44	44	5	4	30	30	3	18	79	
4999549	451	248	248	23	5	122	122	1	71	451	
4999937	63	44	44	5	2	28	28	2	19	63	
4999921	79	26	26	5	2	13	13	1	7	79	
4999983	17	13	13	5	5	7	7	2	5	17	
4999904	96	38	38	4	2	13	13	2	11	96	
4999957	43	40	40	5	3	32	32	3	30	43	
4999681	319	150	150	10	2	79	79	2	50	319	
4999949	51	29	29	4	2	13	13	1	9	51	
4999985	15	7	7	1	1	4	4	1	4	15	
4999983	17	13	13	3	1	4	4	1	4	17	
4999685	315	153	153	10	3	76	76	1	34	315	
4999977	23	18	18	3	1	14	14	1	12	23	
4999897	103	48	48	4	2	34	34	2	31	103	
4999934	66	41	41	8	3	23	23	1	25	66	
4999852	148	104	104	10	3	66	66	2	42	148	
4999974	26	21	21	5	2	13	13	2	15	26	
4999814	186	118	118	16	6	60	60	2	42	186	
4999794	206	105	105	6	3	47	47	1	26	206	
4999938	62	35	35	4	2	23	23	1	17	62	
4999991	9	8	8	2	1	6	6	1	6	9	
4999975	25	24	24	2	1	17	17	1	15	25	
4999959	41	37	37	1	1	30	30	1	24	41	
4999972	28	24	24	7	4	15	15	3	18	28	
4999934	66	43	43	5	1	25	25	1	16	66	
4999976	24	18	18	3	1	8	8	1	6	24	
4999919	81	62	62	9	2	43	43	2	38	81	
4999970	30	24	24	2	1	17	17	1	15	30	
4999990	10	8	8	2	2	6	6	2	4	10	
4999872	128	82	82	11	4	38	38	2	28	128	
4999968	32	31	31	4	2	26	26	1	25	32	
