S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999989	11	10	10	4	1	4	4	1	5	11	
4999981	19	11	11	2	1	4	4	0	2	19	
4999995	5	4	4	1	1	3	3	0	2	5	
4999989	11	5	5	1	1	2	2	1	1	11	
4999991	9	8	8	1	0	7	7	0	7	9	
4999981	19	15	15	3	2	9	9	0	9	19	
4999614	386	317	317	42	18	224	224	9	199	386	
4999993	7	6	6	1	1	3	3	1	3	7	
4999996	4	2	2	1	1	1	1	0	0	4	
4999897	103	48	48	5	0	25	25	0	11	103	
4999998	2	1	1	1	0	0	0	0	0	2	
4999992	8	6	6	1	1	4	4	1	2	8	
4999996	4	3	3	1	0	2	2	0	1	4	
4999993	7	6	6	1	1	4	4	1	5	7	
4999991	9	9	9	3	1	4	4	1	6	9	
4999970	30	28	28	3	1	23	23	1	21	30	
4999461	539	340	340	29	7	201	201	4	122	539	
4999970	30	21	21	1	1	12	12	1	9	30	
4999967	33	29	29	3	1	25	25	1	24	33	
4999978	22	16	16	3	1	12	12	1	11	22	
4999997	3	3	3	2	1	1	1	1	1	3	
4999993	7	6	6	1	0	1	1	0	1	7	
4999997	3	2	2	1	1	1	1	1	2	3	
4999997	3	3	3	1	1	1	1	1	1	3	
4999937	63	44	44	3	0	27	27	0	24	63	
4999992	8	8	8	2	1	4	4	0	4	8	
4999779	221	138	138	12	4	79	79	2	54	221	
4999963	37	24	24	2	1	16	16	0	10	37	
4977155	22845	14287	14287	1456	448	8089	8089	142	5286	22845	
4999842	158	102	102	5	1	62	62	0	42	158	
4999913	87	49	49	7	2	27	27	1	20	87	
4999944	56	43	43	7	4	27	27	2	27	56	
4999986	14	7	7	2	1	3	3	1	1	14	
4999902	98	61	61	3	1	32	32	0	20	98	
4999840	160	69	69	5	0	33	33	0	8	160	
4999616	384	231	231	34	10	119	119	3	61	384	
4999993	7	5	5	2	1	2	2	1	2	7	
4999988	12	10	10	2	2	7	7	2	6	12	
4999982	18	17	17	4	2	11	11	1	12	18	
4999985	15	9	9	2	1	3	3	1	2	15	
4999990	10	10	10	4	2	5	5	1	6	10	
4999996	4	4	4	1	1	3	3	1	2	4	
4999992	8	5	5	2	1	2	2	0	1	8	
4999954	46	44	44	5	3	37	37	3	36	46	
4999689	311	194	194	16	3	109	109	1	54	311	
4999994	6	6	6	1	1	4	4	1	4	6	
4999990	10	7	7	1	1	5	5	1	5	10	
4999974	26	25	25	3	2	19	19	2	21	26	
4999994	6	4	4	2	1	2	2	0	3	6	
4993621	6379	3885	3885	357	122	2213	2213	56	1528	6379	
4999986	14	11	11	4	1	5	5	1	8	14	
4999994	6	5	5	1	1	3	3	1	3	6	
4999997	3	3	3	1	1	2	2	1	0	3	
4999994	6	5	5	2	1	2	2	0	2	6	
4999717	283	98	98	5	0	32	32	0	9	283	
4999990	10	10	10	1	1	9	9	1	9	10	
4999975	25	23	23	5	2	14	14	2	16	25	
4999991	9	6	6	1	1	5	5	0	2	9	
4999935	65	48	48	6	3	27	27	1	21	65	
4999996	4	3	3	1	1	2	2	1	0	4	
4999985	15	11	11	2	1	4	4	0	3	15	
4999970	30	26	26	3	1	20	20	1	16	30	
4999994	6	4	4	2	1	2	2	0	3	6	
4999995	5	5	5	1	1	4	4	1	3	5	
4999984	16	10	10	1	1	8	8	1	3	16	
4999996	4	3	3	1	1	1	1	1	1	4	
4999950	50	45	45	4	2	36	36	1	34	50	
4999990	10	8	8	1	0	5	5	0	5	10	
4999996	4	3	3	1	1	2	2	1	0	4	
4999809	191	128	128	13	4	77	77	2	48	191	
