S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999999	1	1	1	1	1	0	0	0	0	1	
4999996	4	2	2	1	1	1	1	1	1	4	
4999991	9	8	8	0	0	7	7	0	6	9	
4999987	13	12	12	1	1	11	11	0	11	13	
4999994	6	3	3	1	1	2	2	1	1	6	
4999999	1	1	1	0	0	0	0	0	0	1	
4999999	1	1	1	0	0	0	0	0	0	1	
4999998	2	2	2	1	1	0	0	0	0	2	
5000000	0	0	0	0	0	0	0	0	0	0	
4999991	9	9	9	1	1	8	8	0	7	9	
5000000	0	0	0	0	0	0	0	0	0	0	
4999996	4	2	2	1	1	1	1	1	1	4	
4999993	7	4	4	0	0	3	3	0	3	7	
4999998	2	1	1	1	1	0	0	1	0	2	
4999994	6	4	4	2	1	2	2	1	3	6	
4999961	39	34	34	5	3	27	27	2	24	39	
4999998	2	2	2	1	1	1	1	0	1	2	
4999978	22	20	20	3	2	16	16	2	17	22	
5000000	0	0	0	0	0	0	0	0	0	0	
4999995	5	3	3	2	2	1	1	0	0	5	
4999992	8	6	6	3	2	3	3	2	5	8	
4999985	15	12	12	2	2	9	9	1	10	15	
4999996	4	3	3	1	1	1	1	1	1	4	
4999993	7	6	6	1	1	5	5	1	2	7	
4999999	1	1	1	1	0	0	0	0	0	1	
4999985	15	13	13	1	0	11	11	0	9	15	
4999999	1	1	1	1	1	0	0	0	0	1	
4999985	15	13	13	1	0	11	11	0	9	15	
4999994	6	2	2	0	0	2	2	0	2	6	
4999994	6	5	5	1	1	4	4	1	2	6	
4999990	10	7	7	3	2	3	3	1	4	10	
4999998	2	1	1	1	1	0	0	0	0	2	
4999997	3	2	2	0	0	1	1	0	1	3	
5000000	0	0	0	0	0	0	0	0	0	0	
4999992	8	7	7	2	0	4	4	0	3	8	
4999997	3	2	2	1	1	1	1	0	1	3	
4999999	1	1	1	1	1	0	0	0	0	1	
4999995	5	2	2	0	0	1	1	0	1	5	
4999977	23	23	23	4	2	19	19	2	20	23	
4999992	8	7	7	3	1	3	3	0	3	8	
4999998	2	1	1	1	1	0	0	1	0	2	
4999995	5	4	4	1	1	2	2	1	3	5	
4999986	14	13	13	2	1	10	10	1	10	14	
4999988	12	10	10	1	1	7	7	0	5	12	
4999990	10	9	9	1	1	8	8	1	9	10	
4999985	15	12	12	2	2	9	9	1	10	15	
4999995	5	4	4	2	2	2	2	1	3	5	
4999999	1	1	1	1	0	0	0	0	0	1	
4999996	4	4	4	1	1	3	3	0	3	4	
4999987	13	11	11	2	2	9	9	1	10	13	
5000000	0	0	0	0	0	0	0	0	0	0	
4999998	2	1	1	1	0	0	0	0	1	2	
4999997	3	3	3	2	1	1	1	0	0	3	
4999994	6	4	4	2	1	2	2	1	3	6	
4999999	1	1	1	1	0	0	0	0	0	1	
4999973	27	22	22	1	1	18	18	0	16	27	
5000000	0	0	0	0	0	0	0	0	0	0	
4999994	6	2	2	0	0	2	2	0	2	6	
4999997	3	3	3	1	1	1	1	0	1	3	
4999993	7	6	6	1	1	1	1	1	1	7	
4999998	2	1	1	1	1	0	0	0	0	2	
4999990	10	9	9	1	1	6	6	0	4	10	
4999996	4	3	3	1	1	1	1	1	1	4	
4999945	55	52	52	10	5	38	38	5	47	55	
4999976	24	19	19	1	0	17	17	0	15	24	
4999980	20	11	11	1	1	6	6	1	6	20	
4999990	10	9	9	1	1	8	8	1	9	10	
4999973	27	25	25	3	1	22	22	1	21	27	
4999999	1	1	1	1	1	0	0	0	0	1	
4999994	6	5	5	1	1	4	4	1	4	6	
4999992	8	8	8	2	1	3	3	1	3	8	
