S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999998	2	1	1	1	1	0	0	0	0	2	
4999985	15	11	11	2	1	8	8	1	6	15	
4999996	4	3	3	1	1	1	1	0	0	4	
4999993	7	4	4	1	1	3	3	1	2	7	
4999995	5	5	5	1	1	4	4	1	3	5	
4999969	31	21	21	5	1	7	7	0	5	31	
4999978	22	19	19	3	1	13	13	1	14	22	
4999971	29	26	26	4	1	18	18	1	19	29	
4999981	19	14	14	5	4	7	7	2	8	19	
4999996	4	4	4	2	1	2	2	0	1	4	
4999987	13	11	11	2	2	7	7	2	8	13	
4999993	7	6	6	1	1	5	5	1	6	7	
4999994	6	5	5	1	1	3	3	1	3	6	
4999992	8	7	7	2	1	4	4	0	4	8	
4999916	84	23	23	1	0	7	7	0	2	84	
4999970	30	25	25	3	1	19	19	1	15	30	
4999995	5	5	5	1	1	3	3	1	1	5	
4999999	1	1	1	1	1	0	0	0	0	1	
4999790	210	165	165	20	8	112	112	7	86	210	
4999989	11	8	8	2	2	6	6	1	7	11	
4999985	15	15	15	1	1	11	11	1	9	15	
4999993	7	5	5	1	1	3	3	1	3	7	
4999990	10	8	8	1	1	7	7	1	4	10	
4999993	7	6	6	1	1	4	4	1	3	7	
4999998	2	2	2	1	1	0	0	1	0	2	
4999974	26	25	25	3	2	19	19	2	21	26	
4999997	3	3	3	1	0	2	2	0	1	3	
4999995	5	4	4	1	1	2	2	1	2	5	
4999980	20	14	14	3	1	10	10	1	7	20	
4999958	42	28	28	3	0	10	10	0	10	42	
4999997	3	3	3	1	1	1	1	0	1	3	
4999974	26	25	25	3	2	19	19	2	21	26	
4999993	7	7	7	1	1	5	5	0	3	7	
4999990	10	9	9	1	1	8	8	1	8	10	
4999997	3	3	3	1	1	2	2	1	2	3	
4999985	15	15	15	1	1	11	11	1	9	15	
4999983	17	13	13	1	1	7	7	1	6	17	
4999998	2	2	2	1	1	1	1	1	0	2	
4999995	5	4	4	1	1	3	3	0	3	5	
4999988	12	10	10	1	1	5	5	1	4	12	
4999998	2	1	1	1	1	0	0	0	0	2	
4999992	8	7	7	1	1	6	6	0	6	8	
4999977	23	23	23	4	2	19	19	2	20	23	
4999988	12	11	11	4	3	6	6	2	6	12	
4999990	10	10	10	2	1	7	7	1	5	10	
4999995	5	4	4	1	1	2	2	0	1	5	
4999987	13	11	11	2	1	8	8	0	8	13	
4999988	12	9	9	1	1	5	5	1	5	12	
4999977	23	20	20	2	2	17	17	1	14	23	
4999995	5	3	3	1	0	2	2	0	2	5	
4999991	9	8	8	3	1	4	4	1	6	9	
4999967	33	28	28	3	1	23	23	1	23	33	
4999994	6	4	4	2	1	2	2	0	3	6	
4999997	3	1	1	1	1	0	0	0	0	3	
4999992	8	6	6	2	1	4	4	1	4	8	
4999990	10	10	10	4	2	5	5	1	6	10	
4999996	4	3	3	1	1	2	2	1	2	4	
4999990	10	6	6	2	1	3	3	1	3	10	
4999997	3	2	2	1	1	0	0	0	0	3	
4999749	251	161	161	8	4	87	87	1	46	251	
4999994	6	4	4	1	0	2	2	0	2	6	
4999989	11	9	9	2	1	6	6	1	8	11	
4999998	2	1	1	1	1	0	0	0	0	2	
4999982	18	15	15	2	2	12	12	1	12	18	
4999981	19	17	17	2	1	15	15	1	15	19	
4999998	2	1	1	1	1	0	0	1	0	2	
4999998	2	2	2	1	1	1	1	1	0	2	
4999985	15	12	12	4	3	3	3	0	4	15	
4999985	15	12	12	4	3	6	6	1	8	15	
4999995	5	3	3	1	0	2	2	0	2	5	
4999998	2	1	1	1	1	0	0	0	0	2	
4999996	4	2	2	1	1	0	0	1	0	4	
4999927	73	50	50	6	2	32	32	0	30	73	
4999879	121	88	88	7	3	62	62	2	58	121	
4999994	6	6	6	1	1	4	4	1	3	6	
4999817	183	72	72	8	1	21	21	0	7	183	
4999958	42	26	26	4	0	16	16	0	12	42	
4999987	13	11	11	1	1	8	8	0	8	13	
4999705	295	164	164	10	1	88	88	1	47	295	
4999998	2	1	1	1	1	0	0	0	0	2	
4999992	8	8	8	1	1	7	7	0	6	8	
4999982	18	12	12	1	1	8	8	1	5	18	
4999977	23	10	10	1	0	7	7	0	3	23	
4999970	30	16	16	2	0	9	9	0	8	30	
4999990	10	3	3	2	1	0	0	0	0	10	
4999993	7	5	5	1	1	2	2	0	2	7	
4999996	4	2	2	1	0	0	0	0	0	4	
4999992	8	7	7	1	0	3	3	0	3	8	
4999990	10	7	7	2	1	2	2	1	1	10	
4999993	7	7	7	1	1	5	5	0	4	7	
4999963	37	11	11	2	1	2	2	0	2	37	
4999980	20	14	14	1	1	10	10	0	7	20	
4999977	23	18	18	3	1	13	13	0	14	23	
4999989	11	3	3	1	1	1	1	0	0	11	
4999986	14	10	10	1	1	9	9	0	8	14	
4999995	5	5	5	1	1	2	2	1	2	5	
4999995	5	3	3	1	0	0	0	0	0	5	
4999994	6	5	5	1	1	3	3	1	3	6	
4999992	8	4	4	1	1	2	2	0	2	8	
4999947	53	33	33	4	2	19	19	1	9	53	
4999994	6	4	4	2	1	0	0	1	1	6	
