S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999642	358	219	219	29	11	124	124	6	106	358	
4999378	622	367	367	43	9	201	201	4	153	622	
4999239	761	500	500	49	10	310	310	8	239	761	
4998155	1845	960	960	87	19	452	452	8	260	1845	
4999852	148	117	117	15	7	78	78	2	69	148	
4995185	4815	2822	2822	274	76	1468	1468	23	921	4815	
4951580	48420	31806	31806	3411	1071	18674	18674	387	12846	48420	
4999950	50	37	37	5	3	22	22	2	18	50	
4999493	507	259	259	20	8	145	145	3	86	507	
4977680	22320	14312	14312	1469	427	8377	8377	161	5836	22320	
4999911	89	59	59	8	4	36	36	1	28	89	
4999881	119	98	98	8	4	75	75	4	60	119	
4999857	143	61	61	7	6	25	25	2	21	143	
4999969	31	25	25	4	3	15	15	2	16	31	
4990960	9040	5319	5319	499	144	2917	2917	50	1839	9040	
4999693	307	196	196	21	7	119	119	4	87	307	
4948842	51158	33595	33595	3592	1142	19981	19981	440	14073	51158	
4993639	6361	3913	3913	408	132	2194	2194	63	1498	6361	
4996839	3161	1867	1867	150	44	985	985	17	580	3161	
4999464	536	377	377	50	20	230	230	8	185	536	
4999891	109	68	68	13	6	31	31	3	25	109	
4999532	468	280	280	34	13	162	162	9	124	468	
4998771	1229	791	791	81	31	463	463	11	353	1229	
4999911	89	59	59	12	6	27	27	3	18	89	
4998644	1356	962	962	112	37	595	595	20	464	1356	
4997572	2428	1368	1368	137	40	705	705	6	438	2428	
4947896	52104	34041	34041	3589	1064	19943	19943	397	13818	52104	
4984392	15608	9565	9565	984	302	5349	5349	106	3520	15608	
4549806	450194	365491	365491	45495	17619	258538	258538	9103	220652	450194	
4975633	24367	15506	15506	1577	493	8803	8803	167	5919	24367	
4994055	5945	3989	3989	428	138	2450	2450	59	1792	5945	
4995044	4956	3092	3092	306	101	1792	1792	37	1193	4956	
4983697	16303	9848	9848	955	302	5403	5403	96	3377	16303	
4994120	5880	3724	3724	376	109	2203	2203	39	1511	5880	
4981795	18205	11402	11402	1195	375	6627	6627	134	4504	18205	
4969393	30607	19179	19179	1912	580	11022	11022	216	7504	30607	
4999404	596	427	427	47	15	283	283	5	218	596	
4999941	59	47	47	2	2	38	38	2	33	59	
4999899	101	79	79	13	5	49	49	4	47	101	
4999517	483	320	320	33	13	200	200	8	156	483	
4999930	70	57	57	10	4	37	37	4	31	70	
4999816	184	132	132	12	5	78	78	2	56	184	
4999474	526	326	326	40	13	199	199	6	137	526	
4999701	299	198	198	24	9	120	120	6	102	299	
4965731	34269	22002	22002	2221	682	12764	12764	249	8637	34269	
4999933	67	29	29	5	1	10	10	1	7	67	
4999823	177	127	127	12	5	90	90	4	77	177	
4999932	68	58	58	5	3	47	47	3	43	68	
4999976	24	18	18	3	2	13	13	2	9	24	
4740682	259318	196692	196692	23041	8393	131125	131125	3789	104052	259318	
4999485	515	284	284	33	12	151	151	6	119	515	
4999969	31	24	24	3	2	19	19	2	16	31	
4999906	94	66	66	8	3	48	48	2	37	94	
4999975	25	23	23	3	1	17	17	1	18	25	
4926552	73448	49272	49272	5259	1682	29875	29875	631	21371	73448	
4999913	87	57	57	5	2	40	40	2	30	87	
4999928	72	65	65	12	6	48	48	3	52	72	
4999419	581	389	389	39	12	258	258	7	185	581	
