S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999982	18	16	16	3	2	10	10	1	10	18	
4999980	20	15	15	3	3	9	9	1	8	20	
4999981	19	15	15	2	2	13	13	1	12	19	
4999985	15	12	12	2	1	8	8	0	5	15	
4999997	3	3	3	1	1	2	2	0	1	3	
4999992	8	7	7	1	1	5	5	0	4	8	
4999998	2	2	2	1	1	1	1	1	0	2	
4999997	3	3	3	2	2	1	1	1	0	3	
4999992	8	7	7	1	1	5	5	1	3	8	
4999997	3	2	2	1	1	1	1	1	1	3	
4999998	2	1	1	1	1	0	0	1	0	2	
4999995	5	5	5	1	1	3	3	0	3	5	
4999999	1	1	1	1	1	0	0	0	0	1	
4999998	2	2	2	1	1	0	0	1	0	2	
4999994	6	5	5	1	0	3	3	0	1	6	
4999985	15	11	11	4	3	2	2	0	2	15	
4999990	10	10	10	1	1	9	9	1	9	10	
4999995	5	3	3	1	1	2	2	1	1	5	
4999992	8	7	7	1	1	5	5	1	3	8	
4999977	23	23	23	4	2	19	19	2	20	23	
4999983	17	15	15	2	2	11	11	1	8	17	
4999993	7	6	6	1	0	4	4	0	3	7	
4999986	14	14	14	3	0	10	10	0	11	14	
4999999	1	1	1	1	1	0	0	0	0	1	
4999997	3	2	2	1	1	0	0	1	0	3	
4999994	6	5	5	1	1	4	4	1	2	6	
4999987	13	13	13	1	1	10	10	1	9	13	
4999982	18	17	17	1	1	13	13	1	12	18	
4999993	7	5	5	2	1	2	2	0	1	7	
4999991	9	7	7	1	1	5	5	1	6	9	
4999990	10	9	9	1	1	8	8	1	8	10	
4999996	4	4	4	1	1	3	3	1	1	4	
4999988	12	10	10	4	2	6	6	1	7	12	
4999989	11	10	10	3	2	7	7	2	9	11	
4999992	8	6	6	1	1	4	4	1	2	8	
4999991	9	6	6	1	1	5	5	1	5	9	
4999995	5	4	4	1	1	2	2	1	2	5	
4999987	13	13	13	1	1	9	9	1	9	13	
4999936	64	34	34	3	1	19	19	1	6	64	
4999993	7	6	6	1	1	5	5	1	6	7	
4999997	3	2	2	1	1	0	0	1	0	3	
