S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
10000000	0	0	0	0	0	0	0	0	0	0	
9999993	7	6	6	1	1	3	3	0	2	7	
9999988	12	11	11	1	1	9	9	1	10	12	
9999996	4	4	4	1	1	1	1	0	1	4	
9999939	61	60	60	12	6	44	44	5	53	61	
9999999	1	1	1	0	0	0	0	0	0	1	
9999990	10	10	10	1	1	8	8	0	7	10	
9999993	7	6	6	1	1	2	2	1	2	7	
9999989	11	10	10	0	0	7	7	0	4	11	
9999993	7	6	6	2	1	2	2	1	3	7	
9999988	12	11	11	0	0	7	7	0	4	12	
9999979	21	18	18	3	1	10	10	0	11	21	
9999993	7	4	4	2	2	2	2	0	1	7	
9999994	6	5	5	1	0	4	4	0	3	6	
9999998	2	2	2	1	0	1	1	0	1	2	
9999990	10	10	10	0	0	7	7	0	3	10	
9999992	8	7	7	1	1	4	4	0	4	8	
9999996	4	3	3	0	0	2	2	0	2	4	
10000000	0	0	0	0	0	0	0	0	0	0	
9999992	8	5	5	1	1	2	2	0	1	8	
9999984	16	15	15	2	1	10	10	1	9	16	
9999987	13	6	6	0	0	3	3	0	2	13	
9999994	6	5	5	0	0	2	2	0	2	6	
9999985	15	13	13	1	1	11	11	0	11	15	
9999992	8	7	7	2	1	4	4	1	4	8	
9999996	4	2	2	1	1	0	0	1	0	4	
9999991	9	9	9	0	0	5	5	0	5	9	
9999987	13	11	11	2	1	7	7	1	6	13	
9999985	15	11	11	2	2	7	7	2	6	15	
9999980	20	11	11	1	1	6	6	1	6	20	
9999975	25	22	22	5	1	16	16	1	17	25	
9999981	19	18	18	3	2	12	12	2	13	19	
9999990	10	10	10	3	2	7	7	1	6	10	
9999987	13	11	11	2	1	8	8	0	4	13	
9999990	10	9	9	1	0	5	5	0	4	10	
9999961	39	34	34	8	4	24	24	2	25	39	
9999987	13	11	11	2	2	9	9	1	8	13	
9999981	19	18	18	3	1	11	11	1	12	19	
9999979	21	21	21	2	1	17	17	1	17	21	
9999995	5	3	3	1	1	2	2	1	2	5	
9999994	6	4	4	1	1	2	2	0	2	6	
9999983	17	14	14	2	0	10	10	0	8	17	
9999995	5	4	4	1	0	2	2	0	2	5	
9999997	3	2	2	1	1	1	1	1	1	3	
9999985	15	13	13	2	1	10	10	0	11	15	
9999995	5	3	3	2	0	1	1	0	2	5	
9999981	19	17	17	2	1	13	13	1	13	19	
9999961	39	34	34	6	4	23	23	3	21	39	
9999990	10	9	9	1	1	4	4	1	2	10	
9999996	4	3	3	2	0	1	1	0	1	4	
9999997	3	2	2	0	0	1	1	0	0	3	
9999995	5	3	3	1	1	2	2	0	2	5	
9999977	23	19	19	5	1	10	10	0	11	23	
9999992	8	7	7	1	1	5	5	1	4	8	
9999970	30	27	27	4	2	21	21	1	21	30	
9999996	4	3	3	1	1	1	1	0	0	4	
9999975	25	25	25	3	1	21	21	1	21	25	
9999994	6	5	5	2	1	3	3	0	2	6	
9999971	29	27	27	1	1	20	20	1	19	29	
9999993	7	7	7	1	1	3	3	1	3	7	
9999992	8	8	8	1	1	3	3	1	1	8	
9999966	34	33	33	4	2	27	27	2	28	34	
9999998	2	2	2	1	1	1	1	0	0	2	
9999998	2	1	1	0	0	0	0	0	0	2	
9999996	4	3	3	1	0	0	0	0	0	4	
9999992	8	6	6	2	1	3	3	0	3	8	
9999989	11	7	7	0	0	6	6	0	4	11	
9999996	4	4	4	1	1	1	1	0	0	4	
9999999	1	1	1	1	1	0	0	0	0	1	
9999993	7	5	5	1	0	1	1	0	1	7	
9999989	11	10	10	1	0	5	5	0	5	11	
9999988	12	9	9	3	2	3	3	2	5	12	
9999970	30	26	26	7	3	19	19	0	20	30	
9999973	27	23	23	3	1	20	20	1	19	27	
9999986	14	13	13	2	1	10	10	1	10	14	
9999995	5	5	5	2	2	0	0	0	0	5	
9999996	4	3	3	0	0	1	1	0	1	4	
9999992	8	6	6	2	2	4	4	1	3	8	
9999998	2	2	2	2	1	0	0	0	0	2	
9999980	20	19	19	3	2	11	11	0	11	20	
9999995	5	2	2	1	0	1	1	0	1	5	
9999992	8	8	8	2	2	3	3	0	3	8	
9999936	64	60	60	12	6	45	45	6	51	64	
9999978	22	20	20	3	2	16	16	2	16	22	
9999991	9	8	8	1	1	7	7	0	5	9	
9999988	12	10	10	3	2	6	6	1	5	12	
9999997	3	2	2	1	1	0	0	0	0	3	
9999994	6	5	5	1	1	2	2	1	0	6	
9999995	5	5	5	1	1	2	2	1	1	5	
9999988	12	12	12	2	0	9	9	0	6	12	
9999989	11	9	9	1	1	5	5	1	4	11	
9999952	48	41	41	7	3	29	29	3	31	48	
9999999	1	1	1	0	0	1	1	0	0	1	
9999993	7	3	3	1	1	1	1	0	1	7	
9999830	170	112	112	7	1	55	55	1	32	170	
9999997	3	2	2	0	0	2	2	0	2	3	
9999995	5	3	3	2	0	1	1	0	1	5	
9999995	5	4	4	0	0	1	1	0	0	5	
9999981	19	16	16	2	0	12	12	0	10	19	
9999982	18	15	15	0	0	13	13	0	8	18	
9999995	5	2	2	0	0	1	1	0	0	5	
9999999	1	1	1	0	0	0	0	0	0	1	
9999986	14	14	14	3	2	10	10	1	11	14	
9999969	31	28	28	6	4	22	22	3	24	31	
9999996	4	4	4	2	2	0	0	0	0	4	
9999979	21	16	16	3	2	9	9	1	6	21	
9999986	14	10	10	1	0	7	7	0	6	14	
9999996	4	2	2	1	1	1	1	1	1	4	
9999995	5	3	3	1	0	2	2	0	2	5	
9999992	8	4	4	1	1	0	0	0	0	8	
9999994	6	5	5	1	0	3	3	0	1	6	
9999994	6	6	6	2	2	2	2	1	3	6	
9999996	4	2	2	1	1	0	0	0	0	4	
9999995	5	5	5	1	1	4	4	1	3	5	
9999951	49	44	44	7	3	35	35	2	36	49	
9999994	6	6	6	2	1	3	3	0	3	6	
9999997	3	2	2	1	1	1	1	0	1	3	
9999990	10	8	8	1	1	5	5	1	5	10	
9999987	13	12	12	3	2	9	9	1	8	13	
9999997	3	2	2	0	0	2	2	0	1	3	
9999990	10	8	8	0	0	6	6	0	4	10	
9999983	17	14	14	2	0	11	11	0	11	17	
9999968	32	27	27	2	2	20	20	1	18	32	
9999994	6	5	5	1	1	3	3	0	2	6	
9999991	9	6	6	1	1	2	2	0	2	9	
9999998	2	1	1	0	0	0	0	0	0	2	
9999987	13	12	12	1	1	11	11	0	10	13	
9999997	3	3	3	2	1	1	1	0	2	3	
9999992	8	7	7	1	1	3	3	0	2	8	
9999996	4	3	3	0	0	2	2	0	1	4	
9999988	12	11	11	2	1	8	8	1	8	12	
9999998	2	1	1	1	0	0	0	0	0	2	
9999967	33	30	30	4	2	23	23	2	24	33	
9999995	5	4	4	1	0	2	2	0	2	5	
9999985	15	14	14	1	1	10	10	1	10	15	
9999959	41	36	36	6	2	27	27	2	30	41	
9999994	6	5	5	1	1	3	3	0	3	6	
9999967	33	29	29	4	2	24	24	2	25	33	
9999998	2	2	2	1	0	1	1	0	0	2	
9999999	1	1	1	0	0	0	0	0	0	1	
9999990	10	8	8	1	0	5	5	0	3	10	
9999995	5	3	3	0	0	2	2	0	1	5	
9999969	31	30	30	6	2	22	22	0	25	31	
9999990	10	10	10	2	0	7	7	0	6	10	
9999993	7	7	7	0	0	6	6	0	4	7	
9999983	17	12	12	2	1	7	7	0	4	17	
9999994	6	5	5	2	1	1	1	1	2	6	
9999972	28	23	23	1	1	18	18	0	16	28	
9999994	6	6	6	1	1	4	4	0	4	6	
9999994	6	5	5	1	0	4	4	0	5	6	
9999992	8	6	6	3	2	3	3	2	5	8	
9999989	11	7	7	1	0	6	6	0	5	11	
9999974	26	10	10	2	2	5	5	0	4	26	
9999977	23	17	17	3	2	7	7	2	6	23	
9999998	2	1	1	1	0	0	0	0	0	2	
9999998	2	1	1	1	1	0	0	0	0	2	
9999996	4	3	3	0	0	3	3	0	1	4	
9999998	2	2	2	1	0	1	1	0	0	2	
9999995	5	5	5	2	0	3	3	0	1	5	
9999992	8	8	8	1	0	7	7	0	6	8	
10000000	0	0	0	0	0	0	0	0	0	0	
9999944	56	56	56	12	6	42	42	5	52	56	
9999996	4	3	3	1	1	2	2	0	1	4	
9999984	16	16	16	3	1	12	12	1	13	16	
9999970	30	26	26	1	0	21	21	0	18	30	
9999997	3	2	2	0	0	0	0	0	0	3	
9999994	6	6	6	2	1	2	2	1	3	6	
9999985	15	12	12	5	3	5	5	2	5	15	
9999995	5	4	4	0	0	2	2	0	1	5	
9999994	6	5	5	1	1	3	3	1	2	6	
9999985	15	15	15	1	1	11	11	1	10	15	
9999991	9	6	6	3	3	3	3	2	4	9	
9999987	13	9	9	0	0	6	6	0	4	13	
9999991	9	9	9	1	1	8	8	0	8	9	
9999994	6	4	4	2	2	2	2	0	2	6	
9999999	1	1	1	1	0	0	0	0	0	1	
9999980	20	19	19	5	2	13	13	0	13	20	
9999998	2	1	1	0	0	0	0	0	0	2	
9999995	5	3	3	0	0	2	2	0	1	5	
9999993	7	7	7	3	1	4	4	0	3	7	
9999991	9	8	8	1	1	6	6	0	4	9	
10000000	0	0	0	0	0	0	0	0	0	0	
9999977	23	23	23	4	2	19	19	2	20	23	
9999987	13	12	12	2	0	8	8	0	7	13	
9999995	5	4	4	1	1	1	1	0	1	5	
9999994	6	6	6	2	1	2	2	0	3	6	
9999974	26	24	24	4	2	17	17	2	17	26	
9999990	10	6	6	0	0	6	6	0	4	10	
9999983	17	13	13	1	0	9	9	0	7	17	
9999973	27	25	25	6	2	19	19	0	21	27	
9999995	5	3	3	2	2	1	1	0	0	5	
9999970	30	29	29	6	3	22	22	2	23	30	
9999956	44	27	27	5	2	14	14	2	15	44	
10000000	0	0	0	0	0	0	0	0	0	0	
10000000	0	0	0	0	0	0	0	0	0	0	
9999994	6	4	4	1	1	1	1	0	0	6	
9999984	16	14	14	5	3	7	7	2	5	16	
9999982	18	15	15	3	3	10	10	2	12	18	
9999986	14	12	12	0	0	12	12	0	10	14	
9999993	7	6	6	1	1	3	3	0	1	7	
9999995	5	5	5	2	1	3	3	0	3	5	
9999984	16	15	15	4	1	9	9	1	10	16	
9999979	21	16	16	3	3	11	11	2	12	21	
9999985	15	14	14	1	1	10	10	0	10	15	
9999972	28	25	25	4	2	19	19	1	19	28	
9999983	17	15	15	0	0	10	10	0	9	17	
9999985	15	13	13	1	1	12	12	1	11	15	
9999994	6	5	5	2	1	2	2	1	2	6	
9999978	22	21	21	3	1	16	16	1	15	22	
10000000	0	0	0	0	0	0	0	0	0	0	
9999991	9	7	7	2	0	2	2	0	2	9	
9999998	2	2	2	1	0	0	0	0	0	2	
9999971	29	28	28	4	2	23	23	1	24	29	
9999994	6	5	5	1	0	1	1	0	1	6	
9999996	4	3	3	1	1	2	2	1	3	4	
9999990	10	10	10	0	0	7	7	0	3	10	
9999969	31	25	25	1	1	21	21	0	18	31	
9999996	4	4	4	1	0	3	3	0	2	4	
9999995	5	3	3	2	0	1	1	0	0	5	
9999987	13	11	11	3	2	8	8	0	5	13	
9999988	12	10	10	1	1	7	7	0	4	12	
9999934	66	61	61	12	5	47	47	5	56	66	
9999994	6	5	5	0	0	3	3	0	1	6	
9999982	18	16	16	2	2	11	11	2	10	18	
10000000	0	0	0	0	0	0	0	0	0	0	
9999980	20	18	18	3	2	11	11	0	10	20	
9999991	9	7	7	1	0	4	4	0	3	9	
9999965	35	30	30	5	4	24	24	3	23	35	
10000000	0	0	0	0	0	0	0	0	0	0	
9999992	8	7	7	0	0	5	5	0	4	8	
9999972	28	26	26	5	3	20	20	1	16	28	
9999989	11	8	8	1	1	3	3	0	3	11	
9999992	8	7	7	0	0	5	5	0	3	8	
9999992	8	6	6	1	1	4	4	1	3	8	
9999995	5	3	3	0	0	2	2	0	2	5	
9999993	7	4	4	2	0	2	2	0	2	7	
9999984	16	14	14	2	1	9	9	1	9	16	
9999995	5	5	5	1	1	2	2	0	0	5	
9999960	40	32	32	6	4	22	22	2	20	40	
9999980	20	20	20	4	2	11	11	1	11	20	
9999992	8	7	7	1	1	4	4	1	5	8	
9999993	7	5	5	2	2	0	0	0	0	7	
9999944	56	50	50	11	5	37	37	5	45	56	
9999996	4	3	3	1	1	1	1	1	1	4	
9999983	17	12	12	3	2	6	6	0	3	17	
9999994	6	4	4	0	0	2	2	0	1	6	
9999995	5	3	3	0	0	1	1	0	1	5	
9999996	4	3	3	1	0	1	1	0	1	4	
9999974	26	25	25	4	1	20	20	1	20	26	
9999945	55	52	52	10	5	38	38	5	46	55	
9999960	40	35	35	6	4	27	27	2	24	40	
9999940	60	56	56	12	6	43	43	5	52	60	
10000000	0	0	0	0	0	0	0	0	0	0	
9999990	10	8	8	3	2	2	2	0	1	10	
9999991	9	4	4	1	0	1	1	0	2	9	
9999989	11	9	9	1	1	7	7	1	4	11	
9999993	7	6	6	1	1	5	5	0	3	7	
9999994	6	3	3	0	0	3	3	0	1	6	
9999971	29	27	27	4	2	21	21	1	22	29	
9999994	6	3	3	2	1	1	1	0	1	6	
9999996	4	4	4	1	1	3	3	0	3	4	
9999993	7	5	5	1	1	2	2	1	1	7	
9999990	10	9	9	1	1	8	8	0	7	10	
9999987	13	9	9	1	0	6	6	0	4	13	
9999988	12	7	7	0	0	5	5	0	3	12	
9999979	21	19	19	2	1	15	15	1	15	21	
9999998	2	2	2	1	1	0	0	0	0	2	
9999991	9	9	9	1	0	8	8	0	7	9	
9999990	10	10	10	1	1	9	9	1	9	10	
9999943	57	56	56	11	5	45	45	5	53	57	
10000000	0	0	0	0	0	0	0	0	0	0	
9999992	8	5	5	0	0	2	2	0	1	8	
9999987	13	13	13	2	1	10	10	0	11	13	
9999981	19	18	18	4	2	13	13	0	14	19	
9999989	11	8	8	4	3	4	4	2	6	11	
9999991	9	9	9	1	1	3	3	1	1	9	
9999978	22	19	19	2	1	12	12	1	7	22	
9999966	34	30	30	5	2	24	24	2	26	34	
9999976	24	22	22	2	0	19	19	0	19	24	
9999989	11	9	9	3	3	6	6	1	6	11	
9999996	4	4	4	0	0	3	3	0	2	4	
9999994	6	4	4	2	1	2	2	1	3	6	
9999991	9	6	6	0	0	2	2	0	1	9	
9999982	18	14	14	2	2	8	8	1	7	18	
9999995	5	5	5	1	0	4	4	0	3	5	
9999985	15	13	13	2	2	10	10	2	12	15	
9999996	4	3	3	1	0	2	2	0	0	4	
9999994	6	5	5	2	1	1	1	0	2	6	
9999998	2	2	2	0	0	0	0	0	0	2	
9999981	19	19	19	5	1	13	13	1	13	19	
9999993	7	6	6	0	0	4	4	0	3	7	
9999995	5	4	4	0	0	2	2	0	2	5	
9999984	16	14	14	3	0	7	7	0	7	16	
9999988	12	12	12	2	0	7	7	0	8	12	
9999999	1	1	1	0	0	0	0	0	0	1	
9999996	4	3	3	0	0	2	2	0	1	4	
9999988	12	10	10	3	1	5	5	0	4	12	
9999978	22	20	20	1	1	16	16	1	15	22	
9999982	18	16	16	0	0	9	9	0	6	18	
9999977	23	13	13	1	1	8	8	1	4	23	
9999990	10	9	9	1	0	6	6	0	3	10	
9999995	5	5	5	1	1	4	4	1	3	5	
9999987	13	11	11	3	2	6	6	0	5	13	
9999976	24	20	20	5	2	13	13	1	14	24	
9999988	12	12	12	1	1	10	10	1	10	12	
9999987	13	12	12	2	1	10	10	1	10	13	
9999996	4	2	2	1	0	1	1	0	0	4	
9999993	7	7	7	0	0	5	5	0	5	7	
9999974	26	24	24	3	2	19	19	2	20	26	
9999944	56	53	53	10	6	39	39	4	43	56	
9999982	18	16	16	2	2	12	12	1	8	18	
9999993	7	5	5	2	1	2	2	0	1	7	
9999985	15	13	13	5	3	5	5	2	7	15	
9999982	18	14	14	4	2	9	9	0	9	18	
9999998	2	1	1	0	0	1	1	0	0	2	
9999996	4	4	4	1	1	3	3	0	3	4	
9999937	63	58	58	11	5	41	41	2	44	63	
9999996	4	3	3	1	1	1	1	0	1	4	
9999981	19	16	16	1	1	10	10	0	8	19	
9999946	54	21	21	1	1	11	11	0	6	54	
9999984	16	16	16	0	0	14	14	0	13	16	
9999999	1	1	1	1	0	0	0	0	0	1	
9999984	16	15	15	2	1	11	11	1	10	16	
9999988	12	10	10	0	0	6	6	0	6	12	
9999994	6	5	5	2	2	2	2	1	1	6	
9999949	51	47	47	10	6	34	34	5	34	51	
9999980	20	18	18	2	1	15	15	1	15	20	
9999997	3	1	1	0	0	0	0	0	0	3	
9999996	4	2	2	1	1	1	1	0	1	4	
9999991	9	9	9	1	1	8	8	0	8	9	
9999997	3	2	2	0	0	0	0	0	0	3	
9999971	29	24	24	6	5	16	16	3	15	29	
9999992	8	7	7	1	0	3	3	0	1	8	
9999998	2	2	2	0	0	1	1	0	0	2	
9999985	15	13	13	2	0	8	8	0	6	15	
9999996	4	3	3	2	1	0	0	0	0	4	
9999964	36	32	32	5	2	25	25	1	24	36	
9999998	2	1	1	1	1	0	0	0	0	2	
9999971	29	24	24	4	2	17	17	1	14	29	
9999985	15	10	10	3	1	5	5	1	5	15	
9999986	14	10	10	2	1	6	6	1	5	14	
9999989	11	9	9	3	2	5	5	0	5	11	
9999989	11	6	6	1	1	5	5	1	5	11	
9999990	10	10	10	1	0	6	6	0	5	10	
9999998	2	2	2	1	0	1	1	0	1	2	
9999990	10	8	8	2	1	5	5	0	5	10	
9999987	13	13	13	1	0	10	10	0	10	13	
9999995	5	3	3	1	1	0	0	0	0	5	
9999990	10	9	9	2	2	5	5	0	4	10	
9999963	37	33	33	7	3	25	25	2	26	37	
9999977	23	21	21	5	4	11	11	0	10	23	
9999980	20	18	18	2	2	16	16	1	15	20	
9999995	5	5	5	1	1	4	4	1	3	5	
9999998	2	1	1	0	0	0	0	0	0	2	
9999991	9	9	9	2	2	7	7	1	5	9	
9999999	1	1	1	0	0	0	0	0	0	1	
9999993	7	7	7	2	2	5	5	1	5	7	
9999990	10	7	7	2	1	2	2	0	3	10	
9999993	7	5	5	1	1	2	2	0	1	7	
9999996	4	3	3	1	0	0	0	0	1	4	
9999991	9	7	7	0	0	5	5	0	2	9	
9999993	7	6	6	2	2	1	1	0	0	7	
9999993	7	4	4	2	1	1	1	0	1	7	
9999970	30	25	25	1	0	21	21	0	17	30	
9999990	10	8	8	0	0	5	5	0	3	10	
9999994	6	5	5	0	0	3	3	0	2	6	
9999997	3	3	3	2	0	1	1	0	1	3	
9999995	5	4	4	1	1	2	2	0	1	5	
9999985	15	15	15	3	2	11	11	0	11	15	
9999981	19	16	16	1	1	12	12	0	10	19	
9999997	3	3	3	1	1	0	0	1	0	3	
9999987	13	11	11	3	2	8	8	0	7	13	
9999986	14	11	11	3	3	8	8	1	6	14	
9999999	1	1	1	0	0	0	0	0	0	1	
9999999	1	1	1	1	1	0	0	0	0	1	
