S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999996	4	3	3	1	1	2	2	1	1	4	
4999975	25	25	25	6	1	17	17	1	23	25	
4999992	8	4	4	0	0	2	2	0	1	8	
4999998	2	2	2	1	0	0	0	0	0	2	
4999962	38	36	36	7	2	26	26	2	28	38	
5000000	0	0	0	0	0	0	0	0	0	0	
4999999	1	1	1	0	0	0	0	0	0	1	
4999942	58	57	57	11	5	45	45	5	54	58	
4999975	25	22	22	3	2	19	19	2	20	25	
4999967	33	32	32	5	2	25	25	2	27	33	
4999994	6	5	5	3	2	2	2	1	3	6	
4999979	21	18	18	2	1	11	11	0	8	21	
4999977	23	22	22	3	2	17	17	2	18	23	
4999994	6	4	4	2	1	2	2	1	1	6	
4999996	4	4	4	1	0	2	2	0	1	4	
4999995	5	4	4	1	1	1	1	0	1	5	
4999998	2	2	2	1	1	0	0	0	0	2	
4999994	6	5	5	1	1	3	3	1	1	6	
4999988	12	8	8	2	2	4	4	0	2	12	
4999993	7	6	6	4	2	1	1	0	1	7	
4999997	3	2	2	0	0	2	2	0	1	3	
4999995	5	5	5	1	1	3	3	1	3	5	
4999995	5	2	2	1	1	1	1	0	1	5	
4999943	57	56	56	11	5	45	45	5	53	57	
4999999	1	1	1	1	1	0	0	0	0	1	
4999982	18	15	15	2	2	12	12	1	12	18	
4999977	23	23	23	4	2	19	19	2	20	23	
4999998	2	2	2	0	0	1	1	0	1	2	
4999998	2	2	2	1	1	0	0	0	0	2	
4999943	57	56	56	11	5	45	45	5	53	57	
4999990	10	9	9	2	2	6	6	1	2	10	
4999971	29	29	29	1	1	27	27	1	25	29	
4999997	3	2	2	1	1	0	0	1	0	3	
4999995	5	5	5	1	1	2	2	0	2	5	
4999990	10	10	10	1	1	9	9	1	9	10	
4999989	11	8	8	2	0	4	4	0	5	11	
4999996	4	4	4	2	1	2	2	0	3	4	
4999998	2	1	1	1	1	0	0	0	0	2	
4999994	6	3	3	1	1	2	2	1	1	6	
4999992	8	7	7	2	1	3	3	0	3	8	
4999976	24	21	21	2	2	11	11	1	9	24	
4999995	5	3	3	1	1	2	2	0	1	5	
4999996	4	3	3	1	1	2	2	1	2	4	
4999999	1	1	1	1	1	0	0	0	0	1	
4999996	4	3	3	1	1	2	2	1	3	4	
4999991	9	7	7	1	0	5	5	0	3	9	
4999994	6	5	5	1	1	4	4	1	4	6	
4999978	22	20	20	3	2	16	16	2	17	22	
4999992	8	6	6	1	1	5	5	1	3	8	
4999963	37	33	33	5	3	24	24	2	22	37	
4999991	9	9	9	1	1	7	7	1	7	9	
4999999	1	1	1	1	0	0	0	0	0	1	
4999996	4	3	3	1	1	1	1	1	1	4	
4999993	7	5	5	2	2	2	2	1	3	7	
4999987	13	12	12	1	1	11	11	0	11	13	
4999999	1	1	1	1	1	0	0	0	0	1	
4999996	4	2	2	1	1	0	0	1	0	4	
4999991	9	7	7	3	0	4	4	0	5	9	
4999994	6	4	4	2	1	2	2	1	3	6	
4999998	2	1	1	1	1	0	0	1	0	2	
4999999	1	1	1	1	1	0	0	0	0	1	
4999985	15	12	12	2	2	9	9	1	10	15	
4999998	2	2	2	1	1	1	1	0	1	2	
4999989	11	9	9	4	2	3	3	2	4	11	
4999980	20	14	14	2	1	9	9	1	5	20	
4999980	20	14	14	2	1	9	9	1	5	20	
4999997	3	3	3	1	1	2	2	0	2	3	
4999993	7	5	5	0	0	2	2	0	2	7	
4999997	3	3	3	1	1	2	2	0	2	3	
4999986	14	12	12	1	1	11	11	1	11	14	
4999994	6	6	6	1	1	3	3	1	3	6	
4999995	5	4	4	0	0	3	3	0	2	5	
4999990	10	9	9	1	1	6	6	1	4	10	
4999992	8	7	7	2	1	4	4	0	5	8	
4999998	2	1	1	1	1	0	0	0	0	2	
4999995	5	5	5	1	1	4	4	1	3	5	
4999996	4	4	4	1	1	3	3	0	2	4	
4999992	8	8	8	1	1	6	6	0	6	8	
4999993	7	5	5	1	1	3	3	1	3	7	
4999993	7	6	6	2	0	4	4	0	5	7	
4999976	24	20	20	5	2	13	13	1	14	24	
4999990	10	10	10	1	1	9	9	1	9	10	
5000000	0	0	0	0	0	0	0	0	0	0	
4999982	18	15	15	2	2	12	12	1	12	18	
4999989	11	9	9	4	2	3	3	2	4	11	
4999974	26	26	26	3	2	22	22	2	21	26	
4999980	20	17	17	2	2	12	12	1	12	20	
4999995	5	4	4	1	1	2	2	1	3	5	
4999997	3	2	2	0	0	1	1	0	1	3	
4999998	2	1	1	1	1	0	0	0	0	2	
4999986	14	13	13	2	1	10	10	1	10	14	
4999986	14	13	13	2	1	10	10	1	10	14	
4999998	2	2	2	1	1	1	1	0	1	2	
4999990	10	9	9	1	1	6	6	0	4	10	
4999998	2	1	1	1	1	0	0	0	0	2	
4999975	25	20	20	1	0	17	17	0	15	25	
4999996	4	3	3	1	1	1	1	1	0	4	
4999993	7	7	7	1	1	6	6	0	5	7	
4999985	15	11	11	0	0	8	8	0	6	15	
4999999	1	1	1	1	1	0	0	0	0	1	
4999976	24	19	19	1	0	17	17	0	15	24	
4999996	4	2	2	1	1	1	1	0	1	4	
4999993	7	5	5	0	0	3	3	0	2	7	
4999996	4	3	3	1	1	2	2	1	0	4	
5000000	0	0	0	0	0	0	0	0	0	0	
4999993	7	5	5	0	0	3	3	0	2	7	
4999987	13	12	12	1	1	11	11	0	11	13	
4999995	5	2	2	1	0	1	1	0	1	5	
4999995	5	4	4	1	1	1	1	0	1	5	
4999982	18	16	16	2	1	12	12	1	11	18	
4999994	6	5	5	1	1	4	4	1	4	6	
4999997	3	1	1	1	1	0	0	1	0	3	
4999987	13	10	10	2	2	8	8	1	8	13	
4999994	6	4	4	2	1	2	2	1	3	6	
4999996	4	2	2	1	1	1	1	1	1	4	
