S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
9999986	14	9	9	3	1	5	5	0	3	14	
9999984	16	10	10	1	1	6	6	0	3	16	
9999976	24	18	18	2	2	15	15	1	13	24	
9999980	20	15	15	0	0	13	13	0	11	20	
9999995	5	4	4	1	1	2	2	0	0	5	
9999993	7	7	7	1	1	3	3	0	3	7	
9999999	1	1	1	0	0	0	0	0	0	1	
9999998	2	2	2	1	1	0	0	0	0	2	
9999993	7	6	6	1	1	1	1	1	1	7	
9999990	10	9	9	1	1	7	7	0	5	10	
9999998	2	1	1	1	1	0	0	0	0	2	
9999993	7	5	5	2	2	3	3	1	3	7	
9999997	3	3	3	0	0	1	1	0	1	3	
9999998	2	2	2	1	1	0	0	0	0	2	
9999992	8	6	6	1	1	4	4	0	0	8	
9999962	38	32	32	7	3	21	21	2	17	38	
9999988	12	10	10	1	1	8	8	1	9	12	
9999976	24	21	21	4	3	13	13	0	12	24	
9999993	7	6	6	1	1	1	1	1	1	7	
9999976	24	24	24	5	3	19	19	2	20	24	
9999983	17	13	13	5	4	7	7	2	7	17	
9999983	17	13	13	2	2	10	10	1	8	17	
9999985	15	15	15	4	1	9	9	0	10	15	
9999995	5	3	3	1	1	1	1	0	0	5	
9999997	3	3	3	1	1	0	0	1	0	3	
9999985	15	11	11	1	1	8	8	1	4	15	
9999988	12	9	9	1	0	8	8	0	7	12	
9999973	27	20	20	1	1	16	16	0	13	27	
9999998	2	1	1	0	0	0	0	0	0	2	
9999989	11	10	10	2	2	6	6	1	7	11	
9999985	15	14	14	3	3	9	9	0	8	15	
9999998	2	2	2	1	1	0	0	1	1	2	
9999989	11	9	9	3	1	5	5	0	4	11	
9999989	11	8	8	3	2	4	4	2	5	11	
9999991	9	7	7	2	0	5	5	0	4	9	
9999993	7	4	4	0	0	2	2	0	1	7	
9999995	5	4	4	2	1	0	0	0	0	5	
9999991	9	9	9	1	0	8	8	0	6	9	
9999973	27	26	26	5	1	21	21	1	19	27	
9999987	13	10	10	2	2	7	7	1	4	13	
9999997	3	3	3	2	2	0	0	1	0	3	
9999996	4	3	3	1	1	2	2	1	2	4	
9999976	24	22	22	2	2	17	17	1	15	24	
9999989	11	6	6	1	1	5	5	1	2	11	
9999985	15	14	14	2	2	12	12	2	12	15	
9999974	26	20	20	4	4	16	16	1	13	26	
9999990	10	7	7	4	2	3	3	2	3	10	
9999986	14	12	12	1	1	11	11	1	11	14	
9999993	7	7	7	1	1	3	3	0	3	7	
9999983	17	13	13	3	3	10	10	1	7	17	
9999994	6	5	5	1	1	3	3	1	1	6	
9999970	30	28	28	4	2	24	24	2	23	30	
9999986	14	8	8	5	3	2	2	0	1	14	
9999976	24	18	18	4	2	11	11	1	6	24	
9999987	13	9	9	2	2	4	4	1	5	13	
9999976	24	19	19	2	1	14	14	0	14	24	
9999993	7	4	4	2	2	2	2	0	1	7	
9999997	3	2	2	1	1	0	0	0	0	3	
9999988	12	11	11	1	1	7	7	0	7	12	
9999987	13	11	11	2	2	6	6	1	4	13	
9999997	3	2	2	1	1	0	0	0	0	3	
9999982	18	14	14	5	3	7	7	2	8	18	
9999992	8	5	5	2	2	2	2	0	2	8	
9999945	55	48	48	11	5	35	35	5	41	55	
9999976	24	18	18	1	1	15	15	1	12	24	
9999988	12	11	11	3	2	6	6	2	8	12	
9999963	37	36	36	4	3	30	30	3	32	37	
9999918	82	79	79	14	6	63	63	6	73	82	
9999994	6	5	5	1	1	4	4	1	2	6	
9999972	28	27	27	4	3	21	21	3	21	28	
9999984	16	8	8	5	2	2	2	0	3	16	
9999994	6	6	6	1	1	4	4	0	4	6	
9999992	8	7	7	3	2	4	4	1	5	8	
9999945	55	40	40	7	3	25	25	2	20	55	
9999998	2	1	1	0	0	1	1	0	1	2	
9999999	1	1	1	0	0	0	0	0	0	1	
9999972	28	27	27	3	2	24	24	2	23	28	
9999999	1	1	1	0	0	0	0	0	0	1	
9999978	22	15	15	3	3	9	9	2	9	22	
9999965	35	34	34	7	2	25	25	0	28	35	
9999993	7	6	6	3	1	1	1	0	2	7	
9999992	8	7	7	1	1	3	3	1	2	8	
9999978	22	17	17	3	0	7	7	0	5	22	
9999982	18	16	16	4	2	10	10	0	11	18	
9999947	53	29	29	4	1	21	21	1	21	53	
9999984	16	11	11	1	1	7	7	1	3	16	
9999932	68	44	44	3	1	25	25	1	12	68	
9999999	1	1	1	0	0	0	0	0	0	1	
9999992	8	5	5	2	1	2	2	1	3	8	
9999996	4	3	3	0	0	1	1	0	1	4	
9999944	56	44	44	6	4	30	30	3	25	56	
9999991	9	7	7	1	0	4	4	0	4	9	
9999984	16	14	14	1	1	9	9	1	8	16	
9999992	8	8	8	1	1	4	4	0	4	8	
9999990	10	7	7	0	0	4	4	0	2	10	
9999990	10	8	8	1	1	5	5	0	5	10	
9999975	25	20	20	4	4	15	15	2	12	25	
9999994	6	4	4	1	1	2	2	0	0	6	
9999957	43	36	36	8	2	22	22	1	24	43	
9999782	218	136	136	9	3	68	68	2	42	218	
9999991	9	4	4	2	1	2	2	0	3	9	
9999986	14	12	12	2	2	9	9	2	7	14	
9999996	4	2	2	1	1	0	0	0	0	4	
9999970	30	28	28	3	2	22	22	2	17	30	
9999990	10	8	8	2	1	5	5	0	5	10	
9999982	18	14	14	2	2	11	11	1	10	18	
9999996	4	4	4	0	0	1	1	0	1	4	
9999989	11	9	9	1	0	6	6	0	3	11	
9999991	9	7	7	2	1	4	4	1	4	9	
9999940	60	59	59	11	5	47	47	5	56	60	
9999966	34	31	31	7	4	22	22	4	25	34	
9999965	35	29	29	6	5	19	19	3	21	35	
9999988	12	11	11	1	0	9	9	0	8	12	
9999979	21	18	18	2	1	15	15	0	16	21	
9999986	14	12	12	2	1	10	10	1	9	14	
9999990	10	10	10	2	2	8	8	0	8	10	
9999999	1	1	1	0	0	0	0	0	0	1	
9999992	8	8	8	3	2	3	3	1	3	8	
9999992	8	8	8	2	2	5	5	1	3	8	
9999996	4	4	4	1	0	2	2	0	1	4	
9999991	9	5	5	1	1	2	2	1	1	9	
9999994	6	5	5	2	1	2	2	1	2	6	
9999987	13	10	10	3	3	6	6	1	6	13	
9999976	24	23	23	4	1	18	18	1	16	24	
9999979	21	20	20	6	1	14	14	1	17	21	
9999984	16	16	16	3	2	11	11	2	11	16	
9999983	17	12	12	2	1	4	4	0	2	17	
9999995	5	4	4	2	2	1	1	1	0	5	
9999977	23	17	17	1	0	14	14	0	11	23	
9999989	11	11	11	2	1	8	8	1	9	11	
9999994	6	6	6	2	0	3	3	0	3	6	
9999922	78	70	70	13	7	53	53	6	59	78	
9999961	39	36	36	5	3	26	26	2	22	39	
9999994	6	6	6	1	1	4	4	0	4	6	
9999996	4	3	3	2	1	0	0	1	0	4	
9999969	31	26	26	2	2	22	22	1	17	31	
9999988	12	12	12	4	1	5	5	1	6	12	
9999964	36	33	33	3	3	29	29	1	26	36	
9999984	16	15	15	3	1	10	10	1	11	16	
9999990	10	9	9	2	2	7	7	1	6	10	
9999923	77	45	45	4	1	18	18	0	11	77	
