S	E	P1	P2	I1	I2	A1	A2	H	R	inf	
4999986	14	11	11	2	2	9	9	1	7	14	
5000000	0	0	0	0	0	0	0	0	0	0	
4999996	4	3	3	1	0	2	2	0	1	4	
4999996	4	2	2	1	1	0	0	0	0	4	
4999987	13	10	10	1	0	6	6	0	5	13	
4999984	16	14	14	4	3	9	9	2	11	16	
4999983	17	14	14	4	2	7	7	0	4	17	
4999976	24	21	21	4	1	11	11	0	9	24	
4999991	9	8	8	2	1	6	6	1	6	9	
4999993	7	6	6	1	1	5	5	1	6	7	
4999947	53	49	49	7	3	39	39	2	36	53	
4999999	1	1	1	0	0	0	0	0	0	1	
4999993	7	5	5	1	1	3	3	0	1	7	
4999994	6	6	6	1	1	4	4	1	5	6	
4999985	15	13	13	4	2	6	6	2	8	15	
4999996	4	3	3	1	1	2	2	1	2	4	
4999996	4	4	4	1	1	2	2	1	2	4	
4999996	4	3	3	1	0	1	1	0	1	4	
4999996	4	2	2	1	0	1	1	0	1	4	
4999985	15	13	13	2	2	8	8	2	7	15	
4999998	2	2	2	1	0	1	1	0	1	2	
4999966	34	19	19	3	2	12	12	1	9	34	
4999998	2	2	2	1	0	0	0	0	0	2	
4999992	8	7	7	1	1	6	6	1	5	8	
4999991	9	7	7	2	1	5	5	1	6	9	
4999998	2	2	2	0	0	1	1	0	0	2	
4999999	1	1	1	0	0	0	0	0	0	1	
4999930	70	13	13	1	0	2	2	0	0	70	
4999964	36	27	27	4	2	19	19	1	18	36	
4999999	1	1	1	0	0	0	0	0	0	1	
4999985	15	13	13	2	0	8	8	0	5	15	
4999988	12	9	9	1	1	7	7	1	7	12	
4999998	2	2	2	0	0	1	1	0	1	2	
4999987	13	9	9	2	2	5	5	2	3	13	
4999957	43	30	30	3	1	17	17	1	10	43	
4999998	2	1	1	1	1	0	0	0	0	2	
4999999	1	1	1	1	0	0	0	0	0	1	
4999994	6	5	5	1	1	4	4	1	4	6	
4999998	2	1	1	1	1	0	0	0	0	2	
4999992	8	7	7	2	1	4	4	0	5	8	
4999992	8	3	3	1	1	0	0	1	0	8	
4999882	118	50	50	6	4	29	29	3	16	118	
4986134	13866	8094	8094	728	199	4337	4337	63	2598	13866	
4999990	10	9	9	1	1	5	5	1	3	10	
4999995	5	2	2	1	1	1	1	0	1	5	
4999950	50	27	27	6	3	12	12	2	8	50	
